"Gene","Maximally.Diverse..n.43k.","NFE..n.43k.","NFE..n.440k.","Full.Dataset..n.460k.","AFR","ASJ","EAS","SAS","NFE..n.20k."
"'ABCA5'",0.566325590182939,0.684513579855473,0.746448590393901,0.713132377078135,0.519710942682098,0.167375579284836,0.571709843849328,0.51803120466438,0.65722810799179
"'ABCA6'",0.780924181708479,0.789461327538434,0.81082699269509,0.794300081549749,0.667347604953671,0.902241517186781,0.58380333465027,0.506790979866618,0.952973090385
"'ABCA7'",1.1034639643584,0.872979716568688,1.04664199173636,1.13187252633438,1.01389376530615,0.572286703083918,0.77038594645912,0.994137747085114,0.912504388775538
"'ABCA8'",0.760399761516403,1.05944159080507,1.06392599965503,1.02500773713566,0.606061196060103,1.40949100531083,0.485810958746591,0.724576003812387,0.720964135586696
"'ABCA9'",0.568359830095251,0.692003021203692,0.734038317084393,0.693607665890541,0.473330066503325,0.559491804377453,0.382210971013667,0.528270163508175,0.659759152832193
"'ABCB1'",0.117217980279468,0.379600879427397,0.375975827236448,0.337638747544118,0.0827115038362515,0,0.114575771707594,0.0957413982762089,0.105363649359245
"'ABCB10'",0.577662151903333,0.832197120123972,0.998937812947475,0.91527934382292,0.248911333746965,0,0.577662151903333,0.41825265096826,0.720378683550039
"'ABCB11'",0.315695968019087,0.355715536502303,0.53215498124268,0.499293455565384,0.175027718083141,0.268792567056252,0.367131311101222,0.206763513120194,0.301047675103002
"'ABCB4'",0.381061676082863,0.315972222222222,0.56371748830123,0.538400036549708,0.342592592592593,0.423202614379085,0.532921810699588,0.4046875,0.265058479532164
"'ABCB5'",0.569054428799822,0.502140524786019,0.562538429218005,0.588616177153335,0.661430374868034,0.645996999454446,0.379998234973204,0.61173958281671,0.560833407886497
"'ABCB6'",0.800319754479154,0.717241579273705,0.880822992090515,0.847181124643131,0.68887609308774,0,0.275550437235096,0.615147732854565,1.0913583289566
"'ABCB7'",0.0805515473982536,0.145678330401097,0.104055950286498,0.100689434247817,0.25358820477228,0.622443775350142,0,0.122265741586635,0.095095576789605
"'ABCB8'",0.742347062807624,0.756989016709155,0.990309996559565,0.95813301883847,0.375164644644713,0.387670132799537,0.946636370789567,0.4678777464822,0.677988124626993
"'ABCB9'",0.690060507500063,0.765827286195171,1.25042879195933,1.28623702064894,0.562214475976614,0,0,0.842247418787895,0.497115957705637
"'ABCC1'",0.235304516028729,0.16725270405752,0.59014036597021,0.530436784741252,0.170589703312881,0,0.102991540504786,0,0.348002994758278
"'ABCC10'",0.467973942795834,0.71448246069667,0.831399409808277,0.793498094661707,0.488700061474437,0,0.415976838040741,0.341638771926997,0.330776762779385
"'ABCC11'",0.661775295554441,0.562991777811747,0.788270857887113,0.792511277724031,0.748136724877354,0.546433196111401,0.657654112134076,0.445889488026903,0.596564681993181
"'ABCC12'",0.806811185477945,0.720150247907348,0.80539360201306,0.845222627290404,0.627151115386205,0.982204921451411,1.22989137990438,0.826748027408742,0.78396172629608
"'ABCC2'",0.576357859742325,0.517469720758395,0.697666202448777,0.70661593977968,0.459788386642377,0,0.781502182701457,0.609665859396619,0.333246941382448
"'ABCC3'",0.829577807365208,0.788260943912449,0.904121887189936,0.936424218645059,0.62431088219553,0.407940973668976,0.540521790111394,0.686950770041236,0.804082001818602
"'ABCC4'",0.324585599139702,0.48059921301191,0.623606783713014,0.589143163136212,0.236314149617563,0.605555008395006,0,0.159094911893598,0.388751363414078
"'ABCC5'",0.157787748295987,0.331868796687755,0.539893871684714,0.484698632290629,0.0884983457834013,0.313147992772036,0.133472914952015,0.150774959482832,0.210565029622576
"'ABCC6'",0.542154196917585,0.603042166507271,0.819746199860543,0.793877523626158,0.332470866402422,0.18373389985397,0.405399959677792,0.616048958333899,0.632799534240259
"'ABCC8'",0.526734047860258,0.605876705225557,0.812554272895957,0.794305052454061,0.520255154282641,0.494698760738932,0.180755316423841,0.525833647778446,0.49325649029946
"'ABCC9'",0.292745273100831,0.608364549619576,0.67023555569554,0.625212995751151,0.292090361975325,0.453348582649203,0.134325505970134,0.402976517910403,0.343771437079964
"'ABCD1'",0.119233914195348,0.37342489610631,0.270650433549618,0.253973584048387,0,0,0.49973037567168,0,0.145220792930232
"'ABCD2'",0.228837881861251,0.404888620421992,0.532098524595895,0.49997609946049,0.251416552871561,0,0,0.181310014090068,0.214275471197353
"'ABCD3'",0.108102050107249,0.199216635197644,0.371871052368935,0.323804128417223,0,0.581048519326461,0.172162524244877,0.0664055450658813,0.181106031997858
"'ABCD4'",0.515668752157452,0.784360836380987,0.844010528521215,0.805718728137217,0.31117017736736,0.365501478177534,0.52934696839505,0.351551040079155,0.609169130295891
"'ABCE1'",0.0375503906833226,0.235936083054505,0.37418634926539,0.332517490772585,0,0,0,0,0.0874123848693738
"'ABCF1'",0.358656100308306,0.469283242359421,0.752583264244601,0.69617162239872,0.364295347168499,1.07264741110725,0.178774568517875,0.344779524998758,0.442160001525125
"'ABCF2'",0,0.126205998357644,0.400776300128091,0.343709952974009,0,0,0,0,0
"'ABCF3'",0.327964769774209,0.475207286204088,0.607365525562622,0.578982547982266,0,0.626646970818578,0,0.384783227695618,0.404910350375081
"'ABCG1'",0.529878460917777,0.686522665862493,0.860440521380164,0.807285419868848,0.690708779678728,0,0.382689999551728,0.333165411374445,0.51961577920785
"'ABCG2'",0.697376308820466,0.862583404368429,0.716222782937552,0.719687526655622,0.769063178172535,0.358680725954418,0.564590031594917,0.729624040830354,0.779388945870878
"'ABCG4'",0.330810366934595,0.540098558260563,0.754479784236796,0.737234532025669,0.639960531272282,0,0.472586238477993,0.141232668970435,0.104129171190066
"'ABCG5'",0.623469576732321,0.614840934376515,0.742033607804239,0.720527335320102,0.210324880700363,0,0.861017480367111,0.524810654699954,0.73700261693975
"'ABCG8'",0.690066581198864,0.677512914598929,0.949853812362135,0.95354405221371,0.484092162265263,0,0.304286501995308,0.810230330756738,0.61831616784761
"'ABHD1'",0.840165621288575,1.0477914031554,1.17201409528207,1.13381950754427,0.515579896790753,0,0.751887349486514,1.24450319915009,0.739561327363785
"'ABHD10'",0.604745887486772,0.5189766390211,0.393393370686548,0.449779753818287,0.29911461460822,0,0.444837119160943,0.680339123422618,0.686104709214336
"'ABHD11'",0.700318159022321,0.601188315890425,1.02922702873619,1.04226700919077,0,0,0,1.3369710308608,0.562493306547399
"'ABHD12'",0.514637927987747,0.552216687580911,0.62728818764212,0.639737661470934,0.410102098865235,0.874884477579169,0.320079686919208,0.578967668986215,0.440378092741192
"'ABHD12B'",0.748568006072753,0.886615612387468,0.905429736788263,0.879760337033957,0.456346271081785,0.517192440559356,0.646490550699195,0.940349891926103,0.750763220166808
"'ABHD13'",0.085733038406788,0.142448740737432,0.4768670290781,0.394007155231196,0,0,0,0,0.220456384474598
"'ABHD14A'",0.676128561073182,0.61859549767349,0.892111991910348,0.929475062477692,1.12517168993327,0,0,0.665726583210517,0.256048685850199
"'ABHD14A-ACY1'",0.734682939455415,1.28569514404698,1.64568978438013,1.46936587891083,1.46936587891083,3.42852038412527,NA,2.05711223047516,1.28569514404698
"'ABHD14B'",1.70681836336042,2.45774776753038,1.67550059522537,1.66854253627509,1.67243191281653,2.60899378399378,0,2.69895908689012,2.22042024169684
"'ABHD15'",1.25117199751491,1.23461584631906,1.31654944339296,1.2826927873751,0.89672098311595,3.04244619271483,0.443690069770913,1.12090122889494,1.40807427100852
"'ABHD16A'",0.41786188007432,0.334496806196984,0.569342997870705,0.554370552235001,0.0725836206911102,0,0.186957810871041,0.402365723396372,0.509417154391737
"'ABHD16B'",2.85752922806183,3.30307051994739,2.59089380042241,2.75781174136829,2.14972564831287,2.06441907496712,2.40848892079497,4.16382830374724,3.47691633678672
"'ABHD17A'",0.727630470922207,0.387218554701291,1.19151827757698,1.09363078287257,0.334416024514752,0,0.959628592085809,0.45043791057089,0.929324531283099
"'ABHD17B'",0.273630346628777,1.07879550452495,0.741249036558605,0.617707530465504,0.576683311174626,0,0.687583947938978,0,0.425647205866986
"'ABHD17C'",0.111847226516278,0.367259549754944,0.44115041534309,0.377913837034524,0,0,0,0,0.236599902245973
"'ABHD2'",0.0765318936230323,0.420925414926678,0.554499079930077,0.490417818334384,0,0,0,0,0.182401013134894
"'ABHD3'",0.729494346377073,0.982624898262013,0.850465770650658,0.827060462662072,0.542444513972695,0,0.67159796968048,0.771288293304926,0.773975708961041
"'ABHD4'",0.453698899775009,0.537458696656549,0.682353517698754,0.64039650528362,0.341176758849377,0,0.942297714917326,0.425553806736857,0.482640293006435
"'ABHD5'",0.470845469348907,0.532393896714777,0.676615874499184,0.64192948312021,0.420310971090614,0.319436338028866,0.399295422536083,0.628399353499409,0.420310971090614
"'ABHD6'",0.468830708441032,0.472179499215611,0.814102584854502,0.778023038480268,0.566615399058733,0,0,0.602782339424184,0.196741458006505
"'ABHD8'",0.169795196529784,0.221248286387294,0.608432787565058,0.548310970611989,0,0,0,0.449304212355735,0.202810929188353
"'ABI1'",0.0926397529919803,0.0666659904708643,0.153816948364043,0.146573855761284,0.115052596457782,0,0,0.15507089087788,0
"'ABI2'",0.199786147055486,0.184340495350356,0.631916183649574,0.548732003902136,0,0,0.304673874259616,0.101557958086539,0.308965055587216
"'ABI3'",0.288230977501079,0.330297120163399,0.921180410505961,0.801376619412836,0.16294657928061,0,0.470038209463298,0.165148560081699,0.464088358710598
"'ABI3BP'",0.412572275611873,0.52139647470897,0.589908648536661,0.579371123223279,0.358527825384599,0.491315908860376,0.267990495742023,0.400684818876423,0.369449038516418
"'ABL1'",0,0.0796009487643927,0.171257808525198,0.144453498392235,0,0,0,0,0
"'ABL2'",0.255348838849395,0.267508307366033,0.455907977663348,0.4336147744545,0.271591048619795,0.647095194102816,0.252257448548555,0.18603986830456,0.213838929085701
"'ABLIM1'",0.19424743892829,0.331839374835829,0.458511476619218,0.413274551146892,0.117987333274961,0.663678749671658,0.137312844759653,0.066925588202184,0.289605272583996
"'ABLIM2'",0.286125059407506,0.337173524128925,0.483183501795756,0.487604788740292,0.162534929580097,0.664915621009489,0.110819270168248,0.240594468128434,0.218330502421026
"'ABLIM3'",0.283701232161556,0.243384374549243,0.468366515900861,0.450010333257474,0.201606584272287,0.609619909585247,0.145477478423752,0.185536494221597,0.349145948217005
"'ABR'",0.284073761438078,0.506760307198563,0.771231717123918,0.726227517678357,0.284918859750898,0,0,0.182012871582044,0.239861923790291
"'ABRA'",0.827849741876137,0.775939861660349,0.733391932738136,0.772894721168182,0.364330185940881,0,0.64538490080956,0.728660371881761,1.06298689545104
"'ABRACL'",0.542735134968474,0.765395703160669,0.716410378158386,0.715592558091995,0.438976947400972,0,0,0.877953894801943,0.324461221992023
"'ABT1'",1.00855022467875,1.70410210376754,1.66719526936691,1.53936613240441,0.985095568290873,3.02565067403625,0,0.920850205141468,1.303357213431
"'ABTB1'",0.700683799190683,0.838067487090551,0.943413792987455,0.969069343378295,0.338092182826274,0.610444218991883,0.511069578690879,0.872063169988404,0.742432158233371
"'ABTB2'",0.233351968745981,0.192417601044172,0.517853255785227,0.498753280567851,0.129727874150308,0.717557303893891,0,0.276648599091621,0.247433553066859
"'AC011997.1'",3.77950273867079,3.77950273867079,3.77950273867079,3.77950273867079,NA,NA,NA,NA,3.77950273867079
"'AC026369.1'",92.2465384469482,92.2465384469482,92.2465384469482,92.2465384469482,NA,NA,NA,NA,92.2465384469482
"'AC037459.4'",NA,12.7915238338876,9.5936428754157,9.5936428754157,NA,NA,NA,NA,NA
"'AC135048.1'",NA,NA,64.5073312503749,64.5073312503749,NA,NA,NA,NA,NA
"'ACAA1'",0.638241944237474,0.605229429880363,0.753684323552316,0.750332420048853,0.672845423141915,0.725274936633493,0.498626518935526,0.754677974605121,0.657981385811829
"'ACAA2'",0.958195133635798,0.773926838705837,0.996861267653888,1.00296128033445,0.418338831732885,0,0.928712206447004,0.725556411286722,1.27470302845667
"'ACACA'",0.138511145314768,0.325135485495476,0.43363903277044,0.396487185666255,0.120141526957474,0.226473683000297,0.0980259224926658,0.103701107479083,0.191558990204418
"'ACACB'",0.633531983168067,0.64494814069186,0.804150534899827,0.835353139860473,0.432854979729573,0.619613477477253,0.408944895134987,0.623663238767954,0.54803151381306
"'ACAD10'",0.668899507986934,0.838215940919899,0.832169208138901,0.812253500271937,0.507313091793995,0.764872046089408,0.889386100103962,0.630389048974786,0.661000533657513
"'ACAD11'",0.567727105533635,0.725213049191938,0.673590249610531,0.67511074632596,0.661756907387644,0.8631611835491,0.43158059177455,0.386024862642792,0.529405525910115
"'ACAD8'",0.625706151050994,0.713758615804439,0.592413834014051,0.579658512229059,0.579658512229059,0,0.637624363451965,0.522642920862266,0.591610234130689
"'ACAD9'",0.700878254598685,0.657327819134271,1.0652069941979,1.06054613099039,0.461249918540241,0.596911659287371,0.441195574255883,0.457094513868707,0.667598566308244
"'ACADL'",1.02731315555851,0.935716220660404,0.891145929910992,0.901189510084819,0.653457753469835,0.962234494120416,0.463298089761682,1.10373956678518,1.16063335888751
"'ACADM'",0.652250555440541,0.65938597526163,0.698438447600587,0.685785011175705,0.72873316339075,0,0.261393417303204,0.44206239690983,0.688880568517818
"'ACADS'",0.832717693345655,0.876704602465918,0.916782527150074,1.02515618051925,0.77882010801584,0,0,1.12455800643409,0.414565742251325
"'ACADSB'",0.93597922545291,0.667097920686437,0.639638684241717,0.779394965451289,0.850791551020384,0,1.2230128545918,0.870619320217893,0.587046170204065
"'ACADVL'",0.661107692820277,0.93018157037736,1.00037640950261,0.965629017169166,0.598663571246328,0.368742054753173,0.360896479120127,0.557964951271249,0.703093658803978
"'ACAN'",0.110236917416993,0.108960041925676,0.373566441929577,0.337938693047459,0.0650245411491939,0.352758135734377,0,0.0659361001372667,0.107099244245731
"'ACAP1'",0.252970600335414,0.545936552502514,0.575736582660948,0.519198155123533,0.180717803360374,0.896895764825558,0.15827572320451,0,0.361435606720747
"'ACAP2'",0.125192800115482,0.122738039328904,0.373232368317026,0.325077923005178,0.0704914415064653,0,0,0.130409166786961,0.140982883012931
"'ACAP3'",0.140334090904204,0.389699681007163,0.651495137102758,0.598039125853301,0.0727950246825179,0.617024494928009,0,0.0644652457387472,0.156114631246846
"'ACAT1'",0.69311343303976,1.05528081246594,0.782864963633881,0.782572849841481,0.557791286589141,0,0.867675334694219,0.403917828219722,0.828235546753572
"'ACAT2'",0.497482000180676,0.63424681122691,0.753329885987881,0.732404055821551,0.19530774821908,0,0.976538741095401,0.527330920191517,0.31388745249495
"'ACBD3'",0.0852034542388557,0.174464215822419,0.314191708583998,0.297307933330339,0.19697572754144,0,0,0.0969245643457882,0
"'ACBD4'",0.704630633753873,0.790291612759246,0.926049159630204,0.90591497088541,0.455937468899565,0,0,0.795818127533786,0.858235235575651
"'ACBD5'",0.275436477079168,0.324237534579681,0.606153538330014,0.558131260535643,0.0939083270406903,0,0.17138269684926,0.274212314958816,0.279808484651853
"'ACBD6'",0.463530528341087,0.697317001210792,0.748970112411592,0.687819493667419,0.720351496746284,0,0.555270945408594,0,0.63459536618125
"'ACBD7'",0.332401090625423,0.770566164631661,0.911422345263255,0.825119521419744,0.403629895759442,0,0,0.529764238184267,0.403629895759442
"'ACCS'",0.530550612328112,0.653001279968753,0.815529947575813,0.807286769283013,0.651912036799497,0,0,0.512686955347368,0.437551798098185
"'ACCSL'",0.72257953159214,1.04412742315064,0.934558496029895,0.878088811518124,0.492512935448416,0,0.395502811799485,0.656683913931221,0.890659875390967
"'ACD'",0.645906296727898,0.673442302009456,0.734163763262637,0.74507397543748,0.534478017467822,0.687186022458629,0.267239008733911,0.648580066140728,0.529574549417659
"'ACE'",0.576711055888466,0.543342881587812,0.818994042327911,0.825538228442175,0.436970120262874,0.581716472599951,0.368174982658197,0.650292804735718,0.472940221625977
"'ACE2'",0.100001566384702,0.128621543296149,0.312580262196454,0.267511192989889,0,0,0,0.102689780534828,0.174431955976969
"'ACER1'",0.622006480515772,1.28564016436079,1.37465197586078,1.33439431085343,0.294847227776957,0,0,0.794282327888946,0.533148411870662
"'ACER2'",0.225145524332267,0.291243292943575,0.570589392547951,0.529091982180827,0,0,0,0.299486027649525,0.244196299468074
"'ACER3'",0.400581662214104,0.227413547819465,0.545792514766717,0.535217649909631,0.735074093961908,0,0,0.147014818792382,0.297029940009098
"'ACHE'",0.300527821318076,0.315617973590765,0.551724496142319,0.516449745613046,0.128797637707747,0,0.411321488163449,0.12029213333082,0.361729535689842
"'ACIN1'",0.218202011410308,0.187556362782602,0.263563690707389,0.25217320982516,0.24037074155621,0.265464390399991,0.0958621409777744,0.251638120066658,0.229220174736523
"'ACKR2'",1.90581374310323,1.89504643382016,2.2262603016781,2.24739175066109,1.99656677848909,1.86346232658982,1.33104451899273,0.998283389244547,1.36350901945597
"'ACKR3'",0,0,0.620150836703159,0.55370610419925,0,0,0,0,0
"'ACKR4'",0.67444760496742,1.54413004295172,1.52804535500431,1.45370801340951,0,0,0,1.62991504533793,0.651966018135172
"'ACLY'",0.441251744192169,0.204678994604788,0.501646285884055,0.506165621792921,0.179646311811396,1.84969165494697,0.438084865645335,0.364537771412906,0.459868091008915
"'ACMSD'",0.597354134226768,0.388584959764862,0.707110576679036,0.73477883300992,0.50024730452488,0,0.604465492967563,0.671628325519514,0.525622167797881
"'ACO1'",0.568933606690577,0.788543044291879,0.656156411041273,0.661712728713124,0.481676945380764,0.282985205411199,0.512576975839152,0.36383812124297,0.516323883557275
"'ACO2'",0.115614889332488,0.248964215966714,0.533556069735561,0.486160364800059,0,0,0.281329564042387,0,0.164280037397014
"'ACOT1'",1.88128024344376,2.30456829821861,1.93144771660226,1.97534425561595,1.25703725357379,0,0,1.1522841491093,2.24835931533523
"'ACOT11'",0.721220813948041,0.562589725240171,0.773517002139324,0.831874700913587,0.624693785818631,0.286317985166873,0.339339834271849,0.937860486845819,0.490830831714639
"'ACOT12'",0.550134153332554,0.522299984860371,0.668695098157582,0.673152955814238,0.805012820702224,0,0.189927267221953,0.482123062948035,0.467731329725706
"'ACOT13'",1.10036314878924,0.802042472895266,1.13764889772378,1.12646414732481,0.417730454632951,2.5063827277977,0,1.6257617693823,0.939893522924139
"'ACOT2'",1.2724956232219,1.52135831830396,1.65120431613705,1.58239927306341,1.01882819506329,1.23714852257685,0.509414097531644,0.81506255605063,1.31783212187534
"'ACOT4'",1.28029977537678,1.5687829065818,1.12086020185538,1.18120124730865,1.67784268083615,3.52346962975592,1.6149235803048,1.04751799803554,1.345769650254
"'ACOT6'",1.07630320132565,1.34016239764814,1.32339058960201,1.3203041642829,0.778465052707063,0,0.788708013926893,0.951457286641966,1.09649650716666
"'ACOT7'",0.812972915483384,0.849926229823538,1.20418886229024,1.16138987926198,0.45329398923922,0,0.575334678649779,0.498623388163142,0.997246776326284
"'ACOT8'",0.943754479475065,0.759106863925596,0.855725708688162,0.780795631466327,0.831402755728034,2.13789280044351,0.831402755728034,0.727477411262029,1.42169871229494
"'ACOT9'",0.389856760600277,0.66535553809114,0.628102558744891,0.570304746935262,0.304278447297777,0.693078685511603,0,0.35986777901564,0.479823705354187
"'ACOX1'",0.466558536442808,0.516747316281147,0.69948595056433,0.665364684683144,0.291374654974728,0,0.194856800514349,0.508322088298302,0.511099804627801
"'ACOX2'",0.933144590863325,0.956758606821153,1.05227575321168,1.07740251009356,0.753064055784438,1.17143297566468,0,1.1241023503853,0.96770550163604
"'ACOX3'",0.720039823972596,0.698220435367366,0.930266248314635,0.948758356293303,0.377512404885067,0,0.999439892420082,0.634364199348009,0.728563659895013
"'ACOXL'",0.78515952692656,0.963500788489567,0.924837143163863,0.919181784682915,0.712474997776064,2.10503976615655,0.410739466567132,0.684565777611887,0.712474997776064
"'ACP1'",0.716471905969304,0.821080751744436,0.995219915917723,0.906744688442183,0.366157632534681,0,0,0.635054643927337,1.03081333507046
"'ACP2'",0.934839591729766,0.52808548692339,1.19023391318171,1.20054789856457,0.742120135032491,0,1.16618878362249,0.477077229663744,0.908281648782897
"'ACP5'",0.976173547704437,0.62041601181537,1.02239388613741,1.13796884717903,1.09542202086151,0,0.53928468719336,0.475301758204318,0.757913614433912
"'ACP6'",0.658375938584195,0.639635914553603,0.815301123791595,0.830979991556818,0.886162256621138,0.859308854905345,1.05026637821764,0.290842997044886,0.402229676764204
"'ACPP'",0.619321405604111,0.878082413937489,0.747889593412076,0.706114359480544,0.367931390207489,0.559562322607223,0,0.610431624662425,0.879312221239922
"'ACR'",0.724568800836479,0.801205885540337,1.04519680678154,1.06889741464507,0.520783825601219,0,0.64096470843227,0.819594217339624,0.497465146842956
"'ACRBP'",0.85574068256102,0.689876314021676,0.816907070299771,0.797239137716848,0.400356653512092,0.718822173351257,0,0.779567709127419,1.27532966239739
"'ACRV1'",0.598890187680903,1.36889185755635,0.949184448399922,0.841189271246459,0,0,0.684445928778175,0.701139731919106,0.958224300289445
"'ACSBG1'",0.524020879531328,0.36373213990998,0.789011188376157,0.779364228439697,0.266911354466317,0.916066130143654,0.537690989432145,0.190259888568297,0.534371909250465
"'ACSBG2'",0.748656882530572,0.473634989180744,0.809485254236181,0.847011060723951,0.605737265074693,0,0.588716548535404,0.597161253125051,0.70390022107494
"'ACSF2'",0.57491026613398,0.636113627799203,0.825825073437863,0.75830743840973,0.552262285952944,0.619886239334938,0.369293929816559,0.429624126271739,0.794502081401117
"'ACSF3'",0.899496633207161,1.15823601243776,1.20482749728198,1.21492114169754,0.798688814263955,0.762549048912645,0.617301611024522,0.745019185719251,0.644941981667411
"'ACSL1'",0.144892965993984,0.287904205156878,0.413340057549631,0.369963857834442,0.0613373892739934,0,0,0.185715984190702,0.180696633266629
"'ACSL3'",0.262252392733799,0.420590551074547,0.470218141005198,0.456970509168829,0.218985162956169,0,0,0.332253350692118,0.197086646660552
"'ACSL4'",0,0.146819217870801,0.236081400164345,0.200170426618219,0,0,0,0,0
