gene,ensembl_id,tissue_breadth,max_tpm,median_tpm_all
MIR6800,ENSG00000284114,0,0.0,0.0
MIR4749,ENSG00000265954,0,0.0,0.0
RNA5SP470,ENSG00000252272,0,0.396671,0.0
RP13-126C7.1,ENSG00000259277,0,0.0892013,0.0
RP11-638L3.2,ENSG00000265240,0,0.0,0.0
MIR4736,ENSG00000264399,0,0.0,0.0
RP11-638L3.1,ENSG00000265533,0,0.0898504,0.0
CT45A8,ENSG00000278085,0,0.0,0.0
OR4F4,ENSG00000177693,0,0.0,0.0
AC140725.7,ENSG00000259646,0,0.0,0.0
RP11-16L14.2,ENSG00000261191,0,0.0521566,0.0
CYP2G1P,ENSG00000130612,0,0.606863,0.12047350000000001
CTC-490E21.13,ENSG00000198251,0,0.155413,0.0
MIR4327,ENSG00000265007,0,0.0,0.0
RP11-702M1.2,ENSG00000259217,0,0.0,0.0
GS1-531I17.3,ENSG00000271587,0,0.504809,0.0
KRTAP13-1,ENSG00000198390,0,0.654238,0.0
KRTAP13-3,ENSG00000240432,0,0.0,0.0
CRAT40,ENSG00000263520,0,0.0,0.0
PPIAP10,ENSG00000224530,0,0.0,0.0
RP11-169I9.2,ENSG00000265883,0,0.0,0.0
RN7SL677P,ENSG00000242863,0,0.0,0.0
RP11-139F4.2,ENSG00000259688,0,0.0,0.0
KRTAP13-4,ENSG00000186971,0,0.355244,0.0
CTD-2147F2.2,ENSG00000259664,0,0.41537,0.02714675
RNA5SP401,ENSG00000251729,0,0.0,0.0
RP11-461F11.2,ENSG00000279091,0,0.362711,0.009328244999999999
RP11-461F11.3,ENSG00000259582,0,0.720082,0.0261753
RP13-150K15.1,ENSG00000231093,0,0.470868,0.0
KRTAP13-5P,ENSG00000233640,0,0.0,0.0
RP4-669H2.1,ENSG00000231703,0,0.403388,0.034669950000000005
RP11-583F2.5,ENSG00000266598,0,0.326726,0.0
RP11-15M15.2,ENSG00000227705,0,0.0639501,0.0
RP11-640A1.3,ENSG00000267341,0,0.350967,0.0
KRTAP13-2,ENSG00000182816,0,0.168999,0.0
GS1-115M3.4,ENSG00000270709,0,0.0,0.0
RNU7-92P,ENSG00000238785,0,0.0,0.0
RP11-522B15.7,ENSG00000259534,0,0.607079,0.0
RNU6-928P,ENSG00000252685,0,0.0,0.0
RN7SKP254,ENSG00000222617,0,0.0,0.0
CTD-2027G2.1,ENSG00000259340,0,0.0,0.0
CTD-2130O13.1,ENSG00000267761,0,0.286479,0.0
MIR892C,ENSG00000252219,0,0.0,0.0
RN7SL735P,ENSG00000244044,0,0.0,0.0
MIR4530,ENSG00000266559,0,0.0,0.0
KRTAP27-1,ENSG00000206107,0,0.0,0.0
RP11-4F22.3,ENSG00000284242,0,0.0,0.0
KRTAP23-1,ENSG00000186980,0,0.0,0.0
RNA5SP444,ENSG00000252653,0,0.0,0.0
CTD-2050I18.2,ENSG00000267599,0,0.0,0.0
RNU6-1131P,ENSG00000201825,0,0.0,0.0
PSMD7P1,ENSG00000266707,0,0.085497,0.0
GS1-115M3.3,ENSG00000279585,0,0.0,0.0
RN7SKP181,ENSG00000223120,0,0.0,0.0
GS1-531I17.2,ENSG00000270870,0,0.0737005,0.0
KRTAP13-6P,ENSG00000250973,0,0.0,0.0
HNRNPA1P45,ENSG00000259411,0,0.168898,0.03502735
RP11-143G3.1,ENSG00000234712,0,0.0,0.0
PGAM1P12,ENSG00000250825,0,0.108626,0.0
RP11-299P2.2,ENSG00000283125,0,0.954821,0.0
RP11-927P21.2,ENSG00000266644,0,0.895234,0.19511450000000002
ELOCP17,ENSG00000232695,0,0.0,0.0
RNU6-142P,ENSG00000206746,0,0.0,0.0
RP11-719C20.1,ENSG00000259507,0,0.0,0.0
RP11-322E11.1,ENSG00000239683,0,0.0,0.0
NANOGP8,ENSG00000255192,0,0.741863,0.0673372
RP11-927P21.8,ENSG00000272134,0,0.0,0.0
RP11-323I15.3,ENSG00000259665,0,0.938251,0.2322595
RP11-299P2.1,ENSG00000267766,0,0.695582,0.0
RN7SL404P,ENSG00000264840,0,0.139924,0.0
KRTAP19-2,ENSG00000186965,0,0.0,0.0
AC144835.1,ENSG00000258483,0,0.854125,0.0
RP11-29O6.2,ENSG00000235729,0,0.0,0.0
RP11-463I20.4,ENSG00000280396,0,0.149033,0.0
RP11-927P21.7,ENSG00000272400,0,0.134939,0.0
RP11-322E11.2,ENSG00000275512,0,0.305828,0.027886750000000002
ELOCP24,ENSG00000228410,0,0.0,0.0
RNU7-115P,ENSG00000252242,0,0.0,0.0
KRTAP19-4,ENSG00000186967,0,0.0,0.0
RP3-526F5.2,ENSG00000225970,0,0.155759,0.0
MIR4714,ENSG00000264480,0,0.0,0.0
RP11-654A16.1,ENSG00000259621,0,0.0,0.0
RP1-169P22.2,ENSG00000224630,0,0.0,0.0
RN7SL705P,ENSG00000243549,0,0.0,0.0
RP11-927P21.12,ENSG00000271974,0,0.0,0.0
KRTAP19-1,ENSG00000184351,0,0.081695,0.0
RP11-15M15.1,ENSG00000223492,0,0.332876,0.0
MIR3942,ENSG00000265102,0,0.615315,0.0
CYCSP44,ENSG00000233548,0,0.0,0.0
RN7SKP189,ENSG00000201912,0,0.0,0.0
RNU6-1186P,ENSG00000222361,0,0.0,0.0
LINC00489,ENSG00000225759,0,0.168648,0.0
RN7SKP184,ENSG00000199218,0,0.0,0.0
RP11-183E24.1,ENSG00000259266,0,0.599447,0.0
RPL36P1,ENSG00000230636,0,0.0,0.0
ANP32AP1,ENSG00000259516,0,0.239378,0.09304224999999999
HNRNPCP10,ENSG00000215054,0,0.0,0.0
RP11-167B3.1,ENSG00000259041,0,0.0,0.0
RP11-583F2.2,ENSG00000265912,0,0.73153,0.1543265
RP11-927P21.6,ENSG00000266155,0,0.990764,0.0
RPL17P44,ENSG00000241088,0,0.0,0.0
KRTAP15-1,ENSG00000186970,0,0.0,0.0
RP11-640A1.4,ENSG00000267487,0,0.0,0.0
RRM2P4,ENSG00000235598,0,0.0,0.0
ACTBP9,ENSG00000266920,0,0.363088,0.0428168
GLRXP1,ENSG00000228234,0,0.0,0.0
RP11-522B15.1,ENSG00000242295,0,0.761652,0.0
MIR890,ENSG00000216075,0,0.0,0.0
WBP1LP5,ENSG00000259454,0,0.0,0.0
CTD-2356P16.6,ENSG00000271299,0,0.138073,0.0
CYP2A13,ENSG00000197838,0,0.54047,0.0
CXORF51A,ENSG00000224440,0,0.130571,0.0
RP11-354B3.1,ENSG00000258632,0,0.0,0.0
RP11-138H11.1,ENSG00000268873,0,0.728703,0.0
RP11-57P19.1,ENSG00000259331,0,0.0601121,0.0
CTC-453G23.7,ENSG00000280353,0,0.737221,0.117658
RN7SL622P,ENSG00000265052,0,0.0,0.0
CTC-360P9.1,ENSG00000267012,0,0.512457,0.0
CTD-2576F9.2,ENSG00000270017,0,0.0,0.0
RP11-255M2.1,ENSG00000258433,0,0.614619,0.0
AF096876.1,ENSG00000259981,0,0.239469,0.0
COX6CP4,ENSG00000270500,0,0.0,0.0
RP11-255M2.2,ENSG00000258773,0,0.487328,0.0
RP11-157P23.1,ENSG00000279367,0,0.541816,0.0
CTC-241F20.4,ENSG00000268186,0,0.931022,0.0
CXORF51B,ENSG00000235699,0,0.190838,0.0
RP11-855A2.1,ENSG00000279573,0,0.393226,0.1036765
RP11-855A2.3,ENSG00000266717,0,0.647518,0.17068
RPL17P41,ENSG00000213179,0,0.0,0.0
RPSAP67,ENSG00000266858,0,0.0,0.0
SNORA38B,ENSG00000200394,0,0.413923,0.0
RP11-452K20.1,ENSG00000258570,0,0.0,0.0
CTD-2643K12.1,ENSG00000258895,0,0.194152,0.0
RPIAP1,ENSG00000267597,0,0.0196113,0.0
LINC01581,ENSG00000259724,0,0.376622,0.0
RP11-368J22.2,ENSG00000258611,0,0.50447,0.08699899999999999
AF124730.4,ENSG00000224649,0,0.36728,0.0
RP11-326A13.2,ENSG00000280076,0,0.0518206,0.0
RP11-326A13.1,ENSG00000258888,0,0.0719505,0.0
RP11-767C4.1,ENSG00000267187,0,0.151766,0.0
TPMTP1,ENSG00000267156,0,0.151311,0.0
RP11-326A13.3,ENSG00000258971,0,0.0,0.0
RP11-266O8.1,ENSG00000257060,0,0.306176,0.0471496
LINC00189,ENSG00000215533,0,0.943129,0.10210325
RP11-739G5.1,ENSG00000258631,0,0.333629,0.0
GAPDHP14,ENSG00000236056,0,0.336945,0.0
RP11-76E17.1,ENSG00000258627,0,0.0,0.0
SNORA71D,ENSG00000200354,0,0.209284,0.0
TPST2P1,ENSG00000260582,0,0.0203018,0.0
RP11-157P23.2,ENSG00000261307,0,0.27883,0.0
RP11-115P21.1,ENSG00000267585,0,0.164467,0.0
LARP4P,ENSG00000261315,0,0.0538784,0.0
BACH1-AS1,ENSG00000232118,0,0.45633,0.153341
RP11-618N24.1,ENSG00000261635,0,0.0858251,0.0
BACH1-IT3,ENSG00000234293,0,0.0,0.0
RP1-203P18.1,ENSG00000231686,0,0.441549,0.2240995
RP11-360N9.3,ENSG00000279361,0,0.0796026,0.022209149999999997
RNA5SP445,ENSG00000251698,0,0.0,0.0
MIR892A,ENSG00000215943,0,0.0,0.0
RP5-1057B20.3,ENSG00000277550,0,0.256249,0.0
RP11-294N21.2,ENSG00000280096,0,0.0,0.0
RP11-759A24.1,ENSG00000279645,0,0.683055,0.03768385
RP11-759A24.2,ENSG00000280291,0,0.367345,0.0182387
MIR892B,ENSG00000216098,0,0.0,0.0
RP11-173A16.2,ENSG00000266900,0,0.435719,0.061665
RN7SL237P,ENSG00000264767,0,0.0,0.0
RPL8P2,ENSG00000225267,0,0.0,0.0
RP11-349A8.3,ENSG00000264491,0,0.350098,0.0
RN7SKP185,ENSG00000199683,0,0.0,0.0
RNA5SP446,ENSG00000251764,0,0.0,0.0
RP11-360N9.2,ENSG00000279917,0,0.210278,0.0961455
KRTAP24-1,ENSG00000188694,0,0.0830996,0.0
MIR888,ENSG00000216005,0,0.0,0.0
KRTAP25-1,ENSG00000232263,0,0.0,0.0
RNA5SP471,ENSG00000252780,0,0.0,0.0
KRTAP26-1,ENSG00000197683,0,0.198629,0.0
CACNG5,ENSG00000075429,0,0.67288,0.0
RP11-522B15.4,ENSG00000259542,0,0.731999,0.0
MIR634,ENSG00000207943,0,0.0,0.0
RP11-522B15.5,ENSG00000259312,0,0.486231,0.0
AC006947.1,ENSG00000229330,0,0.238166,0.0
RNA5SP447,ENSG00000200619,0,0.0,0.0
MIR891B,ENSG00000216064,0,0.0,0.0
RP11-401F2.2,ENSG00000264093,0,0.0,0.0
RP11-61O11.1,ENSG00000275016,0,0.461029,0.0
RNU7-14P,ENSG00000238468,0,0.0,0.0
CTD-2653B5.1,ENSG00000264754,0,0.0,0.0
RNU2-3P,ENSG00000222076,0,0.0,0.0
RP11-475A13.1,ENSG00000259737,0,0.289824,0.0
RP11-475A13.2,ENSG00000259395,0,0.48082,0.0
MIR4527,ENSG00000266582,0,0.0,0.0
RN7SL756P,ENSG00000244610,0,0.0,0.0
ELL2P4,ENSG00000226388,0,0.0,0.0
RP11-759A24.3,ENSG00000275443,0,0.602766,0.0341311
RP11-184D12.1,ENSG00000259639,0,0.0651342,0.0
MIR4510,ENSG00000265098,0,0.0,0.0
RP11-183K14.1,ENSG00000234748,0,0.0,0.0
CYP2A7P1,ENSG00000213908,0,0.134717,0.0
RNA5SP486,ENSG00000251770,0,0.0,0.0
RP11-4G2.1,ENSG00000259348,0,0.301892,0.0
RP11-236L14.1,ENSG00000259702,0,0.587278,0.0
RNA5SP517,ENSG00000201594,0,0.0,0.0
MIR891A,ENSG00000216056,0,0.0,0.0
LINC00307,ENSG00000227342,0,0.344903,0.0
KRTAP19-5,ENSG00000186977,0,0.0,0.0
KRTAP19-9P,ENSG00000237841,0,0.0,0.0
KRTAP19-10P,ENSG00000235312,0,0.0,0.0
DNM1P32,ENSG00000261708,0,0.913499,0.0
CTB-60E11.12,ENSG00000269188,0,0.276648,0.0
RP11-632K20.2,ENSG00000254912,0,0.589445,0.1676785
RP1-66N13.1,ENSG00000236874,0,0.0,0.0
RP11-269G24.7,ENSG00000271749,0,0.611129,0.0
RP11-269G24.3,ENSG00000263644,0,0.713119,0.07320125
RP11-632K20.6,ENSG00000261375,0,0.240105,0.0
RP11-632K20.8,ENSG00000270789,0,0.0,0.0
RN7SL539P,ENSG00000274076,0,0.0,0.0
SPANXA2-OT1,ENSG00000277215,0,0.840583,0.03701515
GS1-164F24.1,ENSG00000227779,0,0.0,0.0
RBMX2P2,ENSG00000213423,0,0.109083,0.0
RP3-507I15.1,ENSG00000214925,0,0.0,0.0
CTC-448F2.7,ENSG00000278895,0,0.217689,0.0
CTD-2057D4.2,ENSG00000267433,0,0.0,0.0
RP11-269G24.8,ENSG00000271919,0,0.130566,0.0
CGB3,ENSG00000104827,0,0.736538,0.0
RN7SL156P,ENSG00000242509,0,0.0,0.0
NTF6A,ENSG00000267019,0,0.1972,0.0
RP11-269G24.2,ENSG00000263501,0,0.252264,0.0
RP11-556O9.3,ENSG00000264529,0,0.281746,0.0
NTF6G,ENSG00000267099,0,0.0,0.0
RP11-14C10.6,ENSG00000277210,0,0.554077,0.0
ELOA3C,ENSG00000275553,0,0.0,0.0
SPANXA1,ENSG00000198021,0,0.187724,0.0
ELOA3B,ENSG00000278674,0,0.0,0.0
SPANXA2,ENSG00000203926,0,0.473727,0.0
RP11-12O16.1,ENSG00000279958,0,0.0,0.0
HNRNPA1P71,ENSG00000259686,0,0.0,0.0
RPS27AP3,ENSG00000226144,0,0.0,0.0
SNORD77,ENSG00000212415,0,0.0,0.0
KRTAP19-8,ENSG00000206102,0,0.518805,0.0
ELOA3,ENSG00000183791,0,0.0,0.0
UBE3AP2,ENSG00000228941,0,0.163155,0.0
RP11-49I11.2,ENSG00000267404,0,0.328538,0.0
RNU6-288P,ENSG00000200560,0,0.0,0.0
AP000563.2,ENSG00000237325,0,0.499338,0.0
RP11-505E24.2,ENSG00000259755,0,0.828486,0.0
RP4-811M8.1,ENSG00000279835,0,0.412465,0.0
RP11-49I11.3,ENSG00000267456,0,0.654606,0.0
CTD-2501B8.5,ENSG00000228979,0,0.54173,0.0109924
RPS3AP3,ENSG00000231241,0,0.42349,0.0
RP5-955M13.4,ENSG00000232358,0,0.403815,0.0
RN7SL286P,ENSG00000277464,0,0.0,0.0
CTB-60E11.11,ENSG00000269588,0,0.89372,0.0
RP11-269G24.4,ENSG00000265282,0,0.681839,0.09104245
RP11-1000B6.7,ENSG00000276724,0,0.6395,0.1410275
RP3-507I15.2,ENSG00000261212,0,0.520006,0.0
RP11-556O9.2,ENSG00000264513,0,0.707732,0.0
AP000567.27,ENSG00000218125,0,0.0,0.0
RNU6-446P,ENSG00000199697,0,0.537041,0.0
RP13-395E19.4,ENSG00000271078,0,0.0,0.0
CTB-60B18.17,ENSG00000268669,0,0.0,0.0
HNRNPA3P2,ENSG00000227688,0,0.261731,0.0
RP11-624A21.1,ENSG00000279912,0,0.067258,0.0
MIR633,ENSG00000207552,0,0.0,0.0
PRELID3BP3,ENSG00000264907,0,0.0,0.0
CHRNA7,ENSG00000175344,0,0.773545,0.107512
RP11-453A12.1,ENSG00000265000,0,0.69216,0.0
RN7SL209P,ENSG00000240927,0,0.0,0.0
RPL36P2,ENSG00000231302,0,0.626896,0.0
OR4F6,ENSG00000184140,0,0.0,0.0
OR4F15,ENSG00000182854,0,0.0,0.0
OR4F14P,ENSG00000232459,0,0.0,0.0
OR4F13P,ENSG00000214344,0,0.0,0.0
RP11-456J20.2,ENSG00000277500,0,0.0,0.0
OR4F28P,ENSG00000257109,0,0.0,0.0
AP000265.1,ENSG00000261610,0,0.282559,0.0339268
RP11-456J20.1,ENSG00000259358,0,0.19895,0.0
RPS29P24,ENSG00000244253,0,0.0,0.0
TRMT112P3,ENSG00000265262,0,0.32576,0.0
HUNK-AS1,ENSG00000237138,0,0.0836012,0.0
TPT1P1,ENSG00000234107,0,0.116703,0.0
RP11-556O9.4,ENSG00000272383,0,0.0789138,0.0
ULK4P1,ENSG00000261279,0,0.488867,0.018263849999999998
SNRPCP18,ENSG00000259464,0,0.0,0.0
HMGN1P2,ENSG00000229046,0,0.316582,0.0
RN7SL185P,ENSG00000275776,0,0.0,0.0
RP4-530I15.6,ENSG00000234693,0,0.197187,0.0
RP11-180P8.5,ENSG00000272164,0,0.0,0.0
DNM1P31,ENSG00000261491,0,0.220857,0.0
CGB2,ENSG00000104818,0,0.786054,0.0
RP11-180P8.4,ENSG00000270324,0,0.0,0.0
RNU6-3P,ENSG00000207041,0,0.923699,0.0
RP11-14C10.2,ENSG00000259695,0,0.0,0.0
RP11-180P8.3,ENSG00000266411,0,0.437695,0.0
RP11-717I24.1,ENSG00000260642,0,0.0,0.0
RP13-395E19.2,ENSG00000260211,0,0.483917,0.0
RP11-14C10.5,ENSG00000273585,0,0.973949,0.0
RP11-298A8.2,ENSG00000229269,0,0.0596491,0.0
MIR320D2,ENSG00000221081,0,0.0,0.0
CGB1,ENSG00000267631,0,0.261233,0.0
NTF6B,ENSG00000267685,0,0.0,0.0
RNU6-18P,ENSG00000207257,0,0.0,0.0
EEF1DP7,ENSG00000263883,0,0.782974,0.1770165
RPL9P32,ENSG00000242100,0,0.693697,0.237343
RPSAP1,ENSG00000228820,0,0.0654493,0.0
NRBF2P1,ENSG00000267797,0,0.0,0.0
GS1-256O22.5,ENSG00000227303,0,0.0531102,0.0
MIR1233-2,ENSG00000221065,0,0.0,0.0
RP11-20G13.2,ENSG00000259760,0,0.843261,0.0
KRTAP6-3,ENSG00000212938,0,0.103706,0.0
KRTAP6-2,ENSG00000186930,0,0.0,0.0
MIR1273E,ENSG00000265031,0,0.0,0.0
RP11-873E20.1,ENSG00000267397,0,0.97383,0.236507
KRTAP22-1,ENSG00000186924,0,0.0,0.0
KRTAP6-1,ENSG00000184724,0,0.0,0.0
RPL31P57,ENSG00000256358,0,0.491806,0.0
KRTAP11-1,ENSG00000182591,0,0.413609,0.0
RPL7P5,ENSG00000241562,0,0.119211,0.0
KRTAP20-1,ENSG00000244624,0,0.0,0.0
MIR187,ENSG00000207797,0,0.0,0.0
LLNLR-263F3.1,ENSG00000284430,0,0.890758,0.034931050000000005
CTC-400I9.3,ENSG00000267378,0,0.0,0.0
MIR3929,ENSG00000265641,0,0.0,0.0
RN7SKP149,ENSG00000199878,0,0.0,0.0
RP11-1H8.1,ENSG00000261081,0,0.0342596,0.0
SNORD104,ENSG00000199753,0,0.0,0.0
KRTAP20-2,ENSG00000184032,0,0.263666,0.0
ATP5J2P4,ENSG00000256826,0,0.985733,0.195799
RP11-1H8.4,ENSG00000259892,0,0.0725243,0.0
PGBD4P6,ENSG00000226064,0,0.0,0.0
HNRNPH1P2,ENSG00000213924,0,0.0,0.0
MINOS1P2,ENSG00000270714,0,0.431711,0.10706650000000001
RP11-87N3.6,ENSG00000271779,0,0.931268,0.171026
KRTAP19-11P,ENSG00000236612,0,0.0,0.0
MTND2P39,ENSG00000230130,0,0.0,0.0
RP11-83J16.3,ENSG00000259751,0,0.255357,0.0812602
MRPS33P4,ENSG00000234821,0,0.0,0.0
RP11-814P5.1,ENSG00000250007,0,0.759845,0.0
RPL7AP14,ENSG00000213979,0,0.335544,0.09557260000000001
MIR3975,ENSG00000283514,0,0.0,0.0
MTND1P33,ENSG00000235539,0,0.0,0.0
KRTAP19-6,ENSG00000186925,0,0.0,0.0
TRPC6P,ENSG00000223484,0,0.0,0.0
CTD-2125J1.1,ENSG00000261304,0,0.635152,0.0
KRTAP19-7,ENSG00000244362,0,0.0,0.0
RP11-712P20.2,ENSG00000266965,0,0.0695812,0.0
HNRNPA1P62,ENSG00000259228,0,0.160059,0.01448735
RP11-616M17.1,ENSG00000259257,0,0.0945752,0.0
RP11-20G13.3,ENSG00000259590,0,0.928016,0.13183
KRTAP22-2,ENSG00000206106,0,0.0,0.0
RP11-602M11.4,ENSG00000260639,0,0.0,0.0
LINC01834,ENSG00000261316,0,0.176939,0.0
ERP29P1,ENSG00000233347,0,0.525833,0.17437999999999998
RP11-630H24.4,ENSG00000259333,0,0.318575,0.0
RP1-142F18.2,ENSG00000250625,0,0.296194,0.0
RP11-630H24.3,ENSG00000259533,0,0.0,0.0
RP3-406C18.2,ENSG00000225469,0,0.0995395,0.0
RP11-635N19.2,ENSG00000267430,0,0.675034,0.06793035
RP11-74D7.1,ENSG00000259505,0,0.156228,0.0
RNU6-181P,ENSG00000200095,0,0.0,0.0
RP11-74D7.3,ENSG00000278472,0,0.92991,0.29874449999999997
RP3-406C18.1,ENSG00000236205,0,0.0,0.0
MIR3194,ENSG00000266761,0,0.0,0.0
AC005597.1,ENSG00000267223,0,0.0,0.0
KRTAP8-2P,ENSG00000233036,0,0.167596,0.0
RP11-66B24.5,ENSG00000259579,0,0.842179,0.0
RP11-76I7.1,ENSG00000279588,0,0.871237,0.013469
RP11-66B24.3,ENSG00000259586,0,0.0,0.0
MIR6798,ENSG00000273898,0,0.0,0.0
KRTAP8-3P,ENSG00000227840,0,0.0,0.0
KRTAP8-1,ENSG00000183640,0,0.241258,0.0
KRTAP7-1,ENSG00000274749,0,0.253467,0.0
CTC-448F2.4,ENSG00000267006,0,0.329696,0.08743129999999999
RNU6-195P,ENSG00000223284,0,0.298967,0.0
RP5-827A12.2,ENSG00000215444,0,0.0,0.0
GS1-54N10.1,ENSG00000275508,0,0.0,0.0
CTC-400I9.2,ENSG00000267081,0,0.0,0.0
RNU6-317P,ENSG00000206758,0,0.0,0.0
KRTAP20-3,ENSG00000206104,0,0.0,0.0
KRTAP21-3,ENSG00000231068,0,0.0,0.0
MIR1233-1,ENSG00000221649,0,0.0,0.0
RN7SKP81,ENSG00000202473,0,0.0,0.0
KRTAP21-4P,ENSG00000236400,0,0.0,0.0
RNA5SP402,ENSG00000252957,0,0.0,0.0
RP11-90E5.1,ENSG00000259356,0,0.152036,0.0
RNA5SP516,ENSG00000201000,0,0.0,0.0
KRTAP21-1,ENSG00000187005,0,0.118247,0.0
CTC-565M22.1,ENSG00000267760,0,0.990209,0.0
RP11-1084A12.2,ENSG00000259468,0,0.359851,0.0
RP3-343K2.4,ENSG00000236159,0,0.287374,0.0
WASIR1,ENSG00000185203,0,0.0,0.0
RNU7-6P,ENSG00000252654,0,0.0,0.0
RNU6-347P,ENSG00000252467,0,0.0,0.0
AP000244.11,ENSG00000238257,0,0.0,0.0
LINC01429,ENSG00000227964,0,0.0327306,0.0
UBE2NL,ENSG00000276380,0,0.0556064,0.0
RNU6-219P,ENSG00000201598,0,0.0,0.0
RNU6-772P,ENSG00000251851,0,0.0,0.0
SNRPCP4,ENSG00000264186,0,0.0,0.0
MIR422A,ENSG00000199156,0,0.0,0.0
RBMY2OP,ENSG00000234950,0,0.0,0.0
MIR133A2,ENSG00000284508,0,0.0,0.0
HSFY5P,ENSG00000232475,0,0.0,0.0
RP11-111E14.2,ENSG00000275785,0,0.129945,0.0
WFDC10A,ENSG00000180305,0,0.268142,0.0
RP11-485O10.2,ENSG00000259670,0,0.544523,0.0
TTTY23,ENSG00000239225,0,0.0,0.0
RP11-227D13.2,ENSG00000259216,0,0.486723,0.0054317
USP9YP17,ENSG00000229553,0,0.0,0.0
TSPY13P,ENSG00000187657,0,0.236537,0.0
RP11-805F19.4,ENSG00000266522,0,0.230694,0.03065365
RP11-737O24.2,ENSG00000265907,0,0.439773,0.04828915
CH507-154B10.3,ENSG00000279788,0,0.0,0.0
RP11-805F19.5,ENSG00000278923,0,0.0,0.0
TSPY18P,ENSG00000231874,0,0.0,0.0
RP11-805F19.2,ENSG00000263635,0,0.0763473,0.0
CEACAMP4,ENSG00000230681,0,0.0,0.0
RP11-805F19.1,ENSG00000264880,0,0.179495,0.0
CEACAMP11,ENSG00000236123,0,0.144722,0.0
RN7SL402P,ENSG00000243968,0,0.0,0.0
EIF5AP3,ENSG00000267346,0,0.587837,0.02773175
CDY12P,ENSG00000228850,0,0.0,0.0
RP11-527H14.1,ENSG00000263821,0,0.684255,0.0
OFD1P8Y,ENSG00000231159,0,0.0,0.0
RNU6-611P,ENSG00000207003,0,0.955823,0.0
RP11-160K17.1,ENSG00000278478,0,0.0,0.0
RN7SL577P,ENSG00000265942,0,0.221934,0.0
AC007950.1,ENSG00000259268,0,0.641767,0.0
AC007950.2,ENSG00000276651,0,0.445299,0.0941544
TSPY5P,ENSG00000225685,0,0.0417534,0.0
RNU7-25P,ENSG00000252353,0,0.0,0.0
CH507-152C13.6,ENSG00000278927,0,0.0,0.0
CH507-152C13.3,ENSG00000276076,0,0.693259,0.0
RBMY2AP,ENSG00000226092,0,0.0,0.0
LINC01443,ENSG00000266554,0,0.633837,0.003507485
RPSAP57,ENSG00000267524,0,0.0,0.0
AC007322.7,ENSG00000237968,0,0.0,0.0
KRT8P24,ENSG00000259500,0,0.0387248,0.0
CH507-154B10.1,ENSG00000280145,0,0.0187709,0.0
TSPY20P,ENSG00000243643,0,0.0,0.0
RBMY2QP,ENSG00000236718,0,0.248761,0.0
CCNB1IP1P2,ENSG00000230860,0,0.631713,0.0
WFDC9,ENSG00000180205,0,0.0401987,0.0
RP11-317G6.1,ENSG00000259589,0,0.0,0.0
CH507-145C22.3,ENSG00000278878,0,0.0,0.0
RP11-193E15.4,ENSG00000277447,0,0.488434,0.10318959999999999
RP11-737O24.3,ENSG00000263606,0,0.445503,0.11283299999999999
CH507-236L23.5,ENSG00000279728,0,0.0,0.0
RP11-325E5.1,ENSG00000259656,0,0.691577,0.1614775
AC010891.2,ENSG00000228379,0,0.0,0.0
ELOCP15,ENSG00000232029,0,0.0,0.0
PRY2,ENSG00000169807,0,0.0,0.0
RNU6-549P,ENSG00000207162,0,0.444131,0.0
TTTY22,ENSG00000224075,0,0.286788,0.0
TTTY1,ENSG00000129845,0,0.0,0.0
CH507-236L23.1,ENSG00000278884,0,0.0,0.0
CEACAMP10,ENSG00000241104,0,0.133493,0.0
RP11-454P7.1,ENSG00000266818,0,0.0,0.0
CH507-254M2.1,ENSG00000277067,0,0.151561,0.049608150000000004
SLC24A5,ENSG00000188467,0,0.321625,0.008309165
RP11-715F3.1,ENSG00000264150,0,0.0,0.0
TTTY2,ENSG00000212855,0,0.0,0.0
TTTY21,ENSG00000228890,0,0.0,0.0
TTTY7B,ENSG00000147761,0,0.0,0.0
CH507-236L23.2,ENSG00000280330,0,0.0,0.0
MIR1272,ENSG00000221033,0,0.0,0.0
RP11-208K4.1,ENSG00000259754,0,0.49717,0.0
RNU6-721P,ENSG00000222087,0,0.0,0.0
TTTY8,ENSG00000183385,0,0.0,0.0
MIR3617,ENSG00000266071,0,0.0,0.0
SPINT4,ENSG00000149651,0,0.0678442,0.0
KATNBL1P3,ENSG00000235422,0,0.0,0.0
BNIP3P3,ENSG00000265631,0,0.0,0.0
CH507-254M2.3,ENSG00000280164,0,0.0365708,0.0
AC005757.6,ENSG00000267044,0,0.234411,0.0
CH507-210P18.1,ENSG00000279998,0,0.527651,0.0
RP11-373F14.2,ENSG00000274445,0,0.0,0.0
RP11-703M24.5,ENSG00000266049,0,0.202462,0.0
PSG9,ENSG00000183668,0,0.154018,0.0
CH507-210P18.4,ENSG00000278955,0,0.0,0.0
MIR8069-1,ENSG00000284550,0,0.0,0.0
RBMY2NP,ENSG00000229208,0,0.0,0.0
CH507-210P18.3,ENSG00000280172,0,0.086218,0.0
RNU6-340P,ENSG00000200875,0,0.0,0.0
CH507-210P18.5,ENSG00000279751,0,0.0,0.0
RP11-702L15.4,ENSG00000259682,0,0.0,0.0
GAPDHP61,ENSG00000248415,0,0.392218,0.109168
MIR1-1,ENSG00000199017,0,0.0,0.0
CTC-244M17.1,ENSG00000268051,0,0.0821759,0.0
RP11-330L19.1,ENSG00000243403,0,0.466993,0.153524
