gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
SEPT5-GP1BB,ENSG00000284874,chr22,19707219,19734772,146,0.27886198687322666,0.4027786367211869,0.2970416326916486,0.2579697710978706,0.31672021741941936,0.24496728606933946,0.21649093644738834,0.2705001554850124,0.2989765051069635
GP1BB,ENSG00000203618,chr22,19713538,19734771,97,0.3248925018228215,0.4613818412259476,0.3133337156815272,0.2891769251082023,0.32507455507455507,0.3178624329756125,0.28346352909603334,0.3008859514293418,0.335284855308921
TBX1,ENSG00000184058,chr22,19746702,19793593,294,0.3485911133067527,0.1781292875871986,0.21804253576087482,0.28598797009335647,0.17985009276437838,0.18941749538723734,0.16737975345562298,0.006754685078513234,0.028792427010127603
GNB1L,ENSG00000185838,chr22,19773222,19864939,546,0.2955021202463338,0.26585751835751836,0.21097728839487492,0.2461343383923919,0.1714820554686724,0.2111809682522377,0.2017382318569249,0.09787118427445815,0.10731392066977097
RTL10,ENSG00000215012,chr22,19836137,19864896,172,0.260588548882728,0.30272175410655755,0.23855399772030425,0.32627412248387416,0.27681511476063775,0.19496773479524682,0.21570616681428056,0.16560300807537456,0.14486457605634084
TXNRD2,ENSG00000184470,chr22,19865516,19951820,620,0.3249251216661442,0.32609204522272295,0.30166816277793335,0.3133970585922337,0.26350735506002126,0.2142662643530239,0.2324024136616424,0.180395478655087,0.1622593293464685
COMT,ENSG00000093010,chr22,19931370,19979975,355,0.40979292477748364,0.4261442230627955,0.3158689236440017,0.4258608512333987,0.32919413381005497,0.35152662750592645,0.355492581253228,0.20385054641893008,0.1998845926716285
ARVCF,ENSG00000099889,chr22,19959895,20026823,496,0.3926755277152228,0.4029436562035914,0.37684193992685394,0.38789687801072203,0.34439740344082864,0.2707403937308058,0.2921989154852254,0.24500339809363322,0.22354487633921358
TANGO2,ENSG00000183597,chr22,20007013,20077164,444,0.3922844787655585,0.46187655119989984,0.35585682704852134,0.4236887227977004,0.3462918604804793,0.3389407131424903,0.3728401709357596,0.2807265732632463,0.24682711546997693
DGCR8,ENSG00000128191,chr22,20070231,20121877,241,0.17099135171053367,0.1859699954641589,0.13081910553834325,0.19637769383722511,0.13344467899201248,0.12653936665694454,0.1405773070142928,0.0792186863928464,0.06518074603549813
TRMT2A,ENSG00000099899,chr22,20101874,20127392,130,0.249331770308883,0.29929558340214923,0.16762973124435107,0.2751522131479884,0.1775118218147556,0.22949136705841783,0.24102078318484346,0.12617777344471698,0.11464835731829126
RANBP1,ENSG00000099901,chr22,20105937,20137355,166,0.22263228464293955,0.24604922337841595,0.2704993903144617,0.2542885786955147,0.28324965968213106,0.10943745563157314,0.12140854250966396,0.17299074046888196,0.16101965359079107
ZDHHC8,ENSG00000099904,chr22,20119455,20158007,110,0.1477554094068911,0.21880868469845582,0.18723610828715792,0.16117431675332156,0.24274042020156011,0.0997511423236307,0.07231919008693627,0.14718405484329766,0.17461600707999214
CCDC188,ENSG00000234409,chr22,20138415,20161055,10,0.211240779343506,0.4802242784614243,0.1909198199373092,0.47663315471501905,0.4855999287612424,0.3398973917073637,0.3185382666953961,0.3144604734714482,0.33581959848341586
RTN4R,ENSG00000040608,chr22,20231414,20293246,307,0.42813682406463444,0.4600179339698689,0.36256421434537706,0.46952535026164754,0.4102732396021543,0.362386567374421,0.3610532456888606,0.25383278365620815,0.25516610534176853
DGCR6L,ENSG00000128185,chr22,20304237,20330080,29,0.21581435804129864,0.22826772321374483,0.2181464941644626,0.11204915385366512,0.18029236125117284,0.12806959530162795,0.08957446569107759,0.13104798552953878,0.16954311514008916
USP41,ENSG00000161133,chr22,20340577,20387251,107,0.2289201409960607,0.3164764637784292,0.29593956217442563,0.276787562515723,0.3112522968638078,0.14478322177092573,0.1658331037059114,0.23571096678773826,0.21466108485275254
ZNF74,ENSG00000185252,chr22,20384114,20418461,240,0.3467336956909896,0.5432151296723632,0.5009552079599542,0.34980882827319393,0.4211397287644705,0.25712686733520895,0.33366871644740875,0.5264158748526839,0.44987402574048396
SCARF2,ENSG00000244486,chr22,20414583,20447826,205,0.3389823355718604,0.514994158654093,0.3870034375605958,0.3714582087028436,0.4317855452450018,0.32408655448517754,0.311345366612939,0.3995077896198256,0.41224897749206424
XXbac-B562F10.12,ENSG00000277971,chr22,20419240,20456620,212,0.35628475000904775,0.44955187422010295,0.3767828849353038,0.37663478077875007,0.37813310474118256,0.282330522905606,0.29730802986690846,0.3146920354530135,0.29971452849171093
KLHL22,ENSG00000099910,chr22,20431518,20505844,320,0.4356266758454844,0.45357586806025874,0.41432341315375343,0.421809513239465,0.31781846604030145,0.32070579461260734,0.3848761156835053,0.283654011751933,0.21948369068103502
MED15,ENSG00000099917,chr22,20485912,20597632,685,0.4041187413703235,0.4349355821788979,0.3653080643232595,0.4011283674475659,0.3449814615521155,0.31695693213512743,0.3302159032344478,0.2538586083569942,0.24059963725767375
PI4KA,ENSG00000241973,chr22,20697690,20869417,801,0.3872538185317334,0.29933112605231943,0.26121774877127935,0.33436970229525964,0.234641410904189,0.2713861498090333,0.2476649630086654,0.08433371615093385,0.10805490295130182
SERPIND1,ENSG00000099937,chr22,20764112,20797720,186,0.38960017466471547,0.3153298521547657,0.23315308632557313,0.3219639813380865,0.226821440291797,0.3034955446373876,0.2550638494710522,0.07532254805057129,0.1237542432169067
SNAP29,ENSG00000099940,chr22,20849006,20901214,269,0.3559629584881624,0.2742735793298766,0.22941962245516936,0.27930717648725306,0.16631124688804044,0.24998494594245252,0.2331146484930412,0.07059722026643195,0.0874675177158433
CRKL,ENSG00000099942,chr22,20907406,20963747,242,0.5664399567686512,0.729052204715398,0.6413571446644718,0.5465537541919175,0.6858058930853427,0.558062940352817,0.4694816765528077,0.7477661736327637,0.8363474374327733
AIFM3,ENSG00000183773,chr22,20955107,20991360,0,,,,,,,,,
LZTR1,ENSG00000099949,chr22,20972268,21009032,259,0.4525287542353706,0.49790211490714553,0.48427061119651194,0.49589939247792186,0.48789882318064814,0.314616217262468,0.35235326915818005,0.37434397081125315,0.33660691891554106
THAP7,ENSG00000184436,chr22,20989103,21012196,169,0.4551371182365685,0.5220417216497739,0.3893170390108967,0.49845875844454673,0.5431032663273817,0.4261378016124514,0.322501696659242,0.31209403247381895,0.41573013742702836
P2RX6,ENSG00000099957,chr22,20999807,21038830,289,0.4504531016519624,0.572789510555228,0.44214967497379404,0.4279851493688725,0.5268726284764589,0.43273750592987564,0.33033906032778965,0.4177409317639647,0.5201393773660508
SLC7A4,ENSG00000099960,chr22,21018717,21042840,167,0.425925654861969,0.635372245915795,0.4312256238829136,0.3667456542083481,0.48662999079378977,0.49980160850067157,0.3995014983909709,0.5090766891257938,0.6093767992354945
LRRC74B,ENSG00000187905,chr22,21035959,21074168,244,0.4153258415823225,0.5113362443370444,0.4682206857239762,0.46829087338778047,0.4687347186526259,0.31062726242459004,0.35762277082020644,0.40545337983031826,0.3584578714347019
GGT2,ENSG00000133475,chr22,21197972,21237637,0,,,,,,,,,
FAM246A,ENSG00000286102,chr22,21350600,21371299,0,,,,,,,,,
RIMBP3B,ENSG00000274600,chr22,21373373,21399478,0,,,,,,,,,
HIC2,ENSG00000169635,chr22,21407370,21461463,78,0.49943090576471083,0.4387021614983526,0.3019196297525681,0.5809061011980718,0.35946169988723187,0.4550461040139053,0.5008587638557036,0.12245750390643922,0.07664484406464084
TMEM191C,ENSG00000206140,chr22,21456422,21481269,10,0.3436704373184762,0.2249873899041633,0.18568831684200185,0.10017550017550021,0.1570963029553882,0.2352780647986013,0.09476447382518569,0.019597913871159417,0.160111504844575
RIMBP3C,ENSG00000183246,chr22,21535665,21561461,0,,,,,,,,,
UBE2L3,ENSG00000185651,chr22,21539446,21634034,333,0.34315063372187826,0.5272877960504311,0.42036301050005026,0.3193058873960689,0.4845781435193583,0.3121079171385352,0.23557059837253247,0.4371606068410398,0.5136979256070425
YDJC,ENSG00000161179,chr22,21618088,21640064,116,0.2651896351340092,0.463364895368501,0.31875893153900314,0.27188597059451747,0.44085606441972314,0.2733703495420609,0.1791930902746529,0.34906657310478034,0.44324383237218834
CCDC116,ENSG00000161180,chr22,21622715,21647329,142,0.2639626257611044,0.41221907128651936,0.26633287049367177,0.24103859080314402,0.38133031364638975,0.26408774839055094,0.16351077225786498,0.26731322232965427,0.3678901984623402
SDF2L1,ENSG00000128228,chr22,21632301,21654299,137,0.36699337967862405,0.2458907059754768,0.2306051716061693,0.4100073869581628,0.21535775259030424,0.2386706785724361,0.28366791537886815,0.04354729061914653,0.0
PPIL2,ENSG00000100023,chr22,21655999,21710015,357,0.48262534196493234,0.332864235671478,0.3075717953244198,0.4507018944737963,0.3143416425514075,0.3480994885396825,0.3132499500316758,0.056662220518824025,0.09151175902683073
YPEL1,ENSG00000100027,chr22,21687535,21745794,320,0.3843185655924447,0.37659658710506166,0.2937805691230464,0.4168007257235743,0.3333192361314842,0.30487887849908746,0.3031719085791887,0.16768255851780098,0.16938952843769967
MAPK1,ENSG00000100030,chr22,21749656,21877680,640,0.31805309608310245,0.2776729287435142,0.1978909385419043,0.32958889328251734,0.20490694825113068,0.24378500977193251,0.2479226365428226,0.08149222561374767,0.07735459884285753
PPM1F,ENSG00000100034,chr22,21909424,21962848,346,0.23861925698780806,0.28528459592536587,0.25411063011416307,0.23237021879098307,0.2624616085039796,0.15765729558741545,0.14794071685284504,0.17821355619742563,0.18793013493199595
TOP3B,ENSG00000100038,chr22,21947024,21992813,282,0.22473537188248205,0.25485397476610316,0.1880545710284475,0.19479510917048995,0.14562574397795816,0.17020188914057488,0.17672382083650023,0.12397318364350507,0.1174512519475797
VPREB1,ENSG00000169575,chr22,22234779,22255515,0,,,,,,,,,
ZNF280B,ENSG00000275004,chr22,22474420,22518742,0,,,,,,,,,
ZNF280A,ENSG00000169548,chr22,22503735,22530270,0,,,,,,,,,
PRAME,ENSG00000185686,chr22,22537700,22569361,0,,,,,,,,,
GGTLC2,ENSG00000100121,chr22,22634474,22657903,0,,,,,,,,,
IGLL5,ENSG00000254709,chr22,22877779,22906111,388,0.5088686549818047,0.5079836875677873,0.4287819122740257,0.4643336877833897,0.41127716800088443,0.43015144362513014,0.4018437456803201,0.2790919640642995,0.3073996620091095
RSPH14,ENSG00000100218,chr22,23049414,23155021,559,0.37039177817164365,0.433676933379094,0.420185671934111,0.42050805035525846,0.4274013144877699,0.24310037348463642,0.27831195038169465,0.32549020104957216,0.29027862415251393
GNAZ,ENSG00000128266,chr22,23060518,23135032,427,0.3681794708152881,0.4453558166513431,0.38097070743638733,0.40003841443637433,0.3733386145585776,0.284487847435283,0.3164845962230905,0.30494063448351094,0.27294388569570344
RAB36,ENSG00000100228,chr22,23135365,23175663,238,0.41428772518490475,0.6190370353989909,0.47269928103696285,0.35424869697662537,0.4502982252945155,0.4299977269893692,0.4020072839463192,0.5350553873624837,0.5630458304055338
BCR,ENSG00000186716,chr22,23169703,23328037,905,0.3395257081864952,0.47727319839331256,0.523841040190419,0.26683927941901825,0.44879555795396336,0.16074493301625492,0.1817185779245588,0.4879513862474256,0.46697774133912184
IGLL1,ENSG00000128322,chr22,23563124,23590302,153,0.29399201564171523,0.5656506445478129,0.527595436065543,0.25767425647263087,0.6119393516462601,0.21605765046846037,0.09263979276543322,0.6178484517453346,0.7412663094483618
DRICH1,ENSG00000189269,chr22,23598451,23642321,290,0.22014931676362237,0.19103810553257047,0.21582128044497048,0.20948499253227812,0.20313772438418332,0.10876897421444127,0.11000034208370647,0.10323449083654951,0.10200312296728432
RGL4,ENSG00000159496,chr22,23678135,23709176,288,0.43981221155266625,0.2680594708194415,0.26312773951963586,0.39809703919546324,0.20878428875909982,0.2930992510558985,0.29276520628312536,0.018956761554277446,0.019290806327050602
ZNF70,ENSG00000187792,chr22,23728681,23761112,174,0.2806092302112558,0.5387694728917479,0.49108902800795773,0.21815508594220273,0.437160023429883,0.213862847497709,0.2225981276019885,0.5599944546723674,0.5512591745680878
VPREB3,ENSG00000128218,chr22,23742742,23764425,124,0.3478836912129454,0.5579709134808967,0.48545927403886113,0.27321325698167215,0.41969614724652976,0.2897156836330423,0.2956491733671959,0.52666390883225,0.5207304190980964
C22orf15,ENSG00000169314,chr22,23752989,23775863,114,0.42539071710606596,0.4388175931918484,0.42897375524680176,0.41013027031795857,0.42000442485127587,0.28572707502782696,0.2804140197841716,0.29198220545448006,0.29729526069813544
CHCHD10,ENSG00000250479,chr22,23755833,23777972,105,0.4452097344687473,0.4470708027625499,0.38442596001312096,0.4211057747473797,0.4087133545569321,0.3482452040093714,0.3068532307116688,0.2442801155761355,0.28567208887383816
MMP11,ENSG00000099953,chr22,23758225,23794316,195,0.4391735341193233,0.37489533634214495,0.3558157231221846,0.5862237901677704,0.4418736150183759,0.3042047415585559,0.3845481714097918,0.16563143985478246,0.08528801000354669
SMARCB1,ENSG00000099956,chr22,23776930,23848009,560,0.3876282035188702,0.28601908325051806,0.36331472847681107,0.47011061578968283,0.4540490975788876,0.18791744491606777,0.1833799089555414,0.14898159932528598,0.15351913528581224
DERL3,ENSG00000099958,chr22,23824502,23849128,212,0.3123340252443191,0.2571573478838052,0.22463606665939467,0.3557179143306741,0.28819440202318836,0.20865016136565742,0.1984696082897095,0.08862086905919447,0.09880142213514245
SLC2A11,ENSG00000133460,chr22,23846702,23896309,370,0.36113224171841796,0.2721519854676625,0.20739753638811556,0.39177406449796637,0.27815859912820284,0.26664366546581947,0.2444610274128004,0.05101935836217111,0.07320199641519021
AP000350.10,ENSG00000251357,chr22,23852187,23905223,318,0.35534619639158815,0.20241531829397938,0.2259549254663887,0.3565623341104846,0.1754900851882058,0.20454196981002332,0.237065639066124,0.0216252961928389,0.0
MIF,ENSG00000240972,chr22,23884382,23905227,91,0.28922512709884257,0.20364838140440544,0.29622035262663293,0.2935471365335559,0.14103338521943173,0.10891200991720354,0.21159401663065658,0.11880244885135297,0.0161204421378999
GSTT2B,ENSG00000133433,chr22,23947413,23971195,0,,,,,,,,,
DDTL,ENSG00000099974,chr22,23956887,23982556,0,,,,,,,,,
DDT,ENSG00000099977,chr22,23961364,23989828,0,,,,,,,,,
CH17-476P10.1,ENSG00000285762,chr22,23961377,23990469,0,,,,,,,,,
GSTT4,ENSG00000276950,chr22,23988400,24015453,30,0.4273766807080811,0.5095866414874679,0.23857469308773677,0.40380326897437163,0.3992124750117552,0.4987353091633753,0.3600886463591517,0.21377134553405153,0.35241800833827525
CABIN1,ENSG00000099991,chr22,24001191,24188628,0,,,,,,,,,
SUSD2,ENSG00000099994,chr22,24171486,24199106,56,0.05254663116407028,0.007040843214756256,0.024612740352909328,0.04910045364947327,0.021140176361631055,0.018061303819807695,0.018022884256932672,0.0,0.0
GGT5,ENSG00000099998,chr22,24209653,24255108,93,0.30976439180732307,0.26187263240958764,0.21773964195175516,0.3746882016837173,0.2701922444156416,0.21439675391023927,0.22908481638143063,0.08924213055161367,0.07455406808042228
SPECC1L,ENSG00000100014,chr22,24260816,24427739,522,0.27707219463545507,0.2885577928081139,0.267330207923209,0.3350984758213674,0.31906852191162544,0.17692342032434097,0.18214191362913096,0.16353767114250745,0.15831917783771746
SPECC1L-ADORA2A,ENSG00000258555,chr22,24260897,24452356,627,0.29068654869973853,0.2918286820189209,0.2814939727485507,0.3667390323375441,0.3252669950738916,0.17897290096709406,0.2042518480012909,0.16609633904289595,0.14081739200869914
ADORA2A,ENSG00000128271,chr22,24407878,24452357,226,0.32187217986358413,0.34876403255375243,0.3530867551313268,0.424821643851545,0.34557595858731865,0.19087981750793379,0.2789792893309526,0.2380034157462582,0.14990394392323936
UPB1,ENSG00000100024,chr22,24484106,24538390,300,0.3124218963406413,0.27406080319119636,0.188508269525547,0.29815976647991493,0.258817465442404,0.24299389334447347,0.18741507923347728,0.07729512527223542,0.13287393938323167
GUCD1,ENSG00000138867,chr22,24530422,24565935,203,0.5902606920765532,0.4895588423416071,0.4443312775316877,0.6324844248792832,0.5192051572448197,0.4885655413995652,0.4705774349511147,0.1839143707576235,0.2019024772060738
SNRPD3,ENSG00000100028,chr22,24545957,24592052,244,0.6242517504026032,0.5786257969951908,0.48451351303681933,0.689118144104469,0.5742761547659972,0.5902128581516537,0.5893059634301607,0.27402113869351047,0.27492803341500327
KB-1995A5.6,ENSG00000286070,chr22,24546006,24638987,290,0.5993185892954261,0.5462680394107466,0.5633881248232568,0.6429860343861898,0.6602154653413563,0.43806333445838613,0.37039272261058664,0.3521853160121197,0.4198559278599191
LRRC75B,ENSG00000178026,chr22,24575619,24603208,132,0.36315874144243493,0.49742249268146493,0.5344569120614558,0.44854338215240047,0.6075128334379213,0.18734481989026364,0.17397303703109834,0.5006605876329657,0.514032370492131
GGT1,ENSG00000100031,chr22,24584810,24639005,96,0.2478810368843445,0.16802187893025794,0.29642983480284135,0.231992905343897,0.27320216803444364,0.05861111855876128,0.0643992589453326,0.12533801673910921,0.11954987635253789
PIWIL3,ENSG00000184571,chr22,24709033,24784720,271,0.3207726872850061,0.719182145354688,0.6395583481747795,0.32951852960186784,0.6473599369618561,0.3182116334178945,0.3137504211883143,0.9518373905148197,0.9562986027443999
SGSM1,ENSG00000167037,chr22,24796168,24937578,1051,0.3263503521092127,0.4535812672176308,0.3499544340711639,0.3221823594747597,0.3680248262894308,0.284350991826559,0.2671707567954321,0.3200186954779527,0.33719893050907945
TMEM211,ENSG00000206069,chr22,24925097,24956695,154,0.46983691299599556,0.38735887876912795,0.40857000670553334,0.46108140874136383,0.3818344365003669,0.299667306216657,0.31358388094876033,0.19030865487547793,0.17639208014337443
KIAA1671,ENSG00000197077,chr22,24942715,25207448,1347,0.34539669864206424,0.3636523175696763,0.2869478987849424,0.3440187885672975,0.2981183834912121,0.26876764006303067,0.25982139972588475,0.18324255446093018,0.19218879479807607
CRYBB3,ENSG00000100053,chr22,25189857,25217359,222,0.298127545911782,0.5086768362298901,0.3658460588711832,0.33220245516417934,0.3891705191601086,0.30459661456750553,0.3107429900621532,0.40605657843753507,0.39991020294288737
CRYBB2,ENSG00000244752,chr22,25202563,25241870,270,0.3448076359535199,0.5534722453949583,0.4466645020860394,0.33496679940055096,0.41529192542670945,0.31864467335506,0.33876472998117546,0.48760904687276485,0.46748899024664936
GRK3,ENSG00000100077,chr22,25554674,25739294,831,0.28640435307153467,0.42221964500345543,0.40408229165641396,0.30124299953061096,0.41970375452115416,0.18417379719014643,0.18139859470885428,0.364387693997697,0.3671628964789892
MYO18B,ENSG00000133454,chr22,25732143,26041045,2448,0.41431478999269905,0.4161249435848225,0.42048283075898796,0.42833294974068103,0.41782062919235674,0.263740546302797,0.2781450595555026,0.2743277172350601,0.2599232039823544
SEZ6L,ENSG00000100095,chr22,26159461,26393597,1638,0.3552307688778076,0.6573938423989879,0.597347383228233,0.31922756851977274,0.5532441120115217,0.3001777228140299,0.3249789857614779,0.7709959972901221,0.746194734342674
ASPHD2,ENSG00000128203,chr22,26419259,26455015,184,0.5843696247444947,0.4283319236130139,0.4295545727254322,0.5286829582216898,0.3431618564739545,0.43790895240573224,0.4455516904769621,0.12128778966444859,0.11364505159321875
HPS4,ENSG00000100099,chr22,26433422,26493837,325,0.6498823072326669,0.42820789298484624,0.43009682849518655,0.6255286935498672,0.4247507593308247,0.5230884558885001,0.4941340150610844,0.03589134705174091,0.06484578787915679
SRRD,ENSG00000100104,chr22,26473876,26504658,156,0.607306093047726,0.3850077839325151,0.544303165477556,0.592305879560026,0.48090454231758584,0.3174714871071325,0.36385813602473105,0.16867418094942221,0.12228753203182374
TFIP11,ENSG00000100109,chr22,26481224,26522505,212,0.48820661610985483,0.37021568478782824,0.46325293304504234,0.4982711239484959,0.4438090749566159,0.25499192540417703,0.28271480722319886,0.20738594961592854,0.17966306779690666
TPST2,ENSG00000128294,chr22,26511995,26606717,625,0.2983408245829666,0.5126083481503818,0.3888120604847374,0.2826127010685126,0.4218008211377867,0.29032199501260436,0.2514949073224483,0.42836527084957143,0.4671923585397275
CRYBB1,ENSG00000100122,chr22,26589277,26628027,179,0.33514625003264886,0.6476744272992784,0.5435587400148614,0.3453341778361065,0.5644475234128216,0.3335462669163322,0.3178449922537373,0.7096533414996722,0.7253546161622672
CRYBA4,ENSG00000196431,chr22,26611962,26640669,163,0.30348733366706354,0.4573948879695175,0.3962434160708835,0.3194444801442114,0.4420864867535762,0.23422929433114542,0.2063340040036039,0.3771441631095339,0.40503945343707537
MN1,ENSG00000169184,chr22,27738276,27811756,404,0.307253441976893,0.3783923273822152,0.32313819208168093,0.2793253862280158,0.29719666204465417,0.22612452469330016,0.22516775278700343,0.24932161197537286,0.2502783838816696
PITPNB,ENSG00000180957,chr22,27841668,27930134,375,0.22126619954656815,0.3585120662510648,0.23782472798545493,0.2456911481837932,0.3085061000443162,0.2112360908204426,0.17850866610211363,0.23272881371558388,0.26545623843391275
