gene_name,gene_id,chrom,start,end,n_snps,fst_afr_sas,fst_afr_mel,fst_mel_sas,fst_afr_eur,fst_eur_mel,pbs1_african,pbs2_african,pbs3_melanesian,pbs4_melanesian
FAM193A,ENSG00000125386,chr4,2526646,2742573,1167,0.5074311898074474,0.5042357203915343,0.4457820442301853,0.4461067821067822,0.4771929418704853,0.4097892861551279,0.3219476347754907,0.29186542179056446,0.3797070731702018
TNIP2,ENSG00000168884,chr4,2731647,2766342,250,0.431598398548879,0.44207932319014576,0.47431542392226955,0.3898044669564496,0.4293082803721101,0.2527058184424067,0.25830409973563195,0.33083266451831894,0.3252343832250937
SH3BP2,ENSG00000087266,chr4,2783070,2851098,445,0.4136048655826361,0.5589998516230712,0.48492425196690736,0.4526517141595145,0.5129588149596875,0.3445150936637116,0.35098671782757845,0.47419497341601524,0.4677233492521484
ADD1,ENSG00000087274,chr4,2833843,2940076,547,0.34943889106908044,0.28073587164079916,0.310847847786021,0.30041065531190125,0.2851825947183065,0.19357673783827156,0.17553012698040232,0.135949895722372,0.15399650658024128
MFSD10,ENSG00000109736,chr4,2920560,2944834,170,0.6045232425156233,0.34298970125397543,0.4141955603949432,0.5352012761467776,0.32657391466550867,0.40647479010947,0.3954146839968417,0.013580795098396103,0.02464090121102447
NOP14,ENSG00000087269,chr4,2927932,2973406,283,0.5640098019649079,0.2810912780283208,0.33241711161195764,0.46376744745965587,0.2616423952841913,0.37803233954036614,0.32494060674910974,0.0,0.005080273931655388
GRK4,ENSG00000125388,chr4,2953570,3050760,596,0.4666556011924408,0.20386359130738813,0.19705430218023723,0.33773195483922636,0.14608576457050024,0.31855223026594326,0.2410725629606523,0.0,0.0
HTT,ENSG00000197386,chr4,3031362,3253957,1217,0.3662331013911137,0.373956580597348,0.4182551792973477,0.3156259319336406,0.364544673033929,0.19134311518991126,0.1970863456099886,0.2769924350292913,0.27124920460921387
MSANTD1,ENSG00000188981,chr4,3234368,3281738,371,0.3319276037434319,0.6079878036716031,0.5213743252033437,0.33378168845208234,0.4739700567829195,0.3014923004803658,0.3501015260172078,0.6349700261126655,0.5863608005758235
RGS12,ENSG00000159788,chr4,3283027,3449913,896,0.40581010450681565,0.2839176769337936,0.3376963726672174,0.30106212127583926,0.23720101592212048,0.2212426434872965,0.21069640876428783,0.1127174987940186,0.12326373351702732
HGFAC,ENSG00000109758,chr4,3431967,3459486,0,,,,,,,,,
DOK7,ENSG00000175920,chr4,3453305,3511473,0,,,,,,,,,
LRPAP1,ENSG00000163956,chr4,3493611,3542446,138,0.5319916769233853,0.5704662653796093,0.524462352233948,0.38807806234245185,0.4840829183769599,0.4305074852795794,0.3371981666083589,0.41454751142694346,0.507856830098164
ADRA2C,ENSG00000184160,chr4,3756347,3778526,193,0.3881298997406536,0.5677194096794187,0.49440622357853037,0.5171061021911652,0.5562380855651742,0.3239469574546656,0.37708581028146765,0.5147334294957215,0.4615945766689194
OTOP1,ENSG00000163982,chr4,4178725,4236929,25,0.35186174964841704,0.3322597067259377,0.29805857281895143,0.2739387471017961,0.24388571612020005,0.24180095207051794,0.22220705791182782,0.16205501149435167,0.18164890565304173
TMEM128,ENSG00000132406,chr4,4225541,4258223,232,0.26326695887413054,0.6771690163825987,0.4802315190793141,0.21433583786589283,0.4923656438849662,0.39089212190995354,0.34692917687818164,0.7397342413376926,0.7836971863694644
LYAR,ENSG00000145220,chr4,4257700,4300154,436,0.3022612338688949,0.5143965963222278,0.48512657997018543,0.3801508500482309,0.4918644162552901,0.20921967099574607,0.26181759861871845,0.5131433590445544,0.4605454314215821
ZBTB49,ENSG00000168826,chr4,4280250,4331786,525,0.3353623491031898,0.5122923748155047,0.41383578323688547,0.4115085470037793,0.45546777469302585,0.29619857940980043,0.3202019510483199,0.42184060198881673,0.3978372303502973
NSG1,ENSG00000168824,chr4,4338139,4429058,901,0.42591964709593094,0.5554273751988705,0.49832449072901913,0.4189737300281994,0.4851517055581658,0.3379129963240443,0.34485908221810746,0.472728855670702,0.4657827697766388
STX18,ENSG00000168818,chr4,4405741,4552346,973,0.3517099235098462,0.39618713074855694,0.22955461296792848,0.3453606439516805,0.21917006530727287,0.33856073771048234,0.34038191923964484,0.16593021046082598,0.16410902893166351
MSX1,ENSG00000163132,chr4,4849664,4873936,232,0.3999510498010032,0.5311440370977288,0.40842464031771564,0.3112118970959441,0.41253983374027525,0.3716187585839387,0.29916721695162213,0.38584091446846486,0.45829245610078145
CYTL1,ENSG00000170891,chr4,5004585,5029458,244,0.4603159618124217,0.5418376008650303,0.4490464690188012,0.4913388117412914,0.4849229893275275,0.40059909520908465,0.3965329231198626,0.3799324792445306,0.38399865133375255
STK32B,ENSG00000152953,chr4,5041479,5510994,3974,0.3726096700546024,0.47827011745483383,0.4367224613630424,0.36378953836753747,0.4213094320515605,0.2714044395940767,0.277921889030563,0.37920085182592933,0.3726834023894431
EVC2,ENSG00000173040,chr4,5532771,5719548,1680,0.4530734048727219,0.5590971017755666,0.46630688025597367,0.4042933220969725,0.46523514108874203,0.3972185034071978,0.3555046763443907,0.4217121098045884,0.4634259368673953
EVC,ENSG00000072840,chr4,5701200,5824305,1139,0.4515559695950782,0.5037297300661061,0.35936053961996617,0.4274945058879783,0.3424463885430367,0.4280081013293343,0.41956928429069706,0.27262650027119084,0.281065317309828
CRMP1,ENSG00000072832,chr4,5738083,5903086,1337,0.34205247508927494,0.49411039433500503,0.4224666643788177,0.3152852185363962,0.42981725823534306,0.2755388950499297,0.24919566951342575,0.4058979090699538,0.43224113460645774
C4orf50,ENSG00000181215,chr4,5887372,6210555,2908,0.41320948648154043,0.5170074564373037,0.4769266184276002,0.4325325050580042,0.4806724994949811,0.3064039733450767,0.31955264972501085,0.4213500898620439,0.40820141348210975
JAKMIP1,ENSG00000152969,chr4,6016198,6210591,1625,0.4615057032066518,0.5479442369088294,0.5357214884246594,0.467337093143724,0.5284723626032996,0.322828722039664,0.33601933708915227,0.47112101504892245,0.45793039999943425
AC092442.3,ENSG00000284684,chr4,6054976,6080162,194,0.41393936882451365,0.36040897782377856,0.3652548349133815,0.4716896976889789,0.38197826967315923,0.26336334393449473,0.30188307453564533,0.18356299080890054,0.14504326020774988
WFS1,ENSG00000109501,chr4,6259848,6313265,618,0.5230783608733969,0.5798807114102231,0.5145125865694553,0.4689311569089832,0.4822409714185147,0.44250887558948776,0.42091743248435853,0.42470771198955865,0.44629915509468776
PPP2R2C,ENSG00000074211,chr4,6310577,6573600,2524,0.4680144066267708,0.5339927305704695,0.48162107338041904,0.4495490052720225,0.49308926337957304,0.3688220649476607,0.34057551945462355,0.39473198039631796,0.4229785258893549
MAN2B2,ENSG00000013288,chr4,6565188,6633362,526,0.48823499075876253,0.6177770763249246,0.5364321552801307,0.4744696133341522,0.5514243269717721,0.4314192332469873,0.4017103248926133,0.5303320375091911,0.5600409458635649
MRFAP1,ENSG00000179010,chr4,6630090,6652745,161,0.46286988992132994,0.6951391246353174,0.5886584342176449,0.5126079677798828,0.6058221964791984,0.460541663315218,0.4878165223601835,0.7273580894712017,0.7000832304262363
AC093323.3,ENSG00000170846,chr4,6653395,6686755,218,0.34229747027739876,0.3902101570929574,0.36024408021028687,0.36307685737309575,0.30402316349115266,0.23348744133309807,0.2916541434132247,0.2611534596667916,0.2029867575866649
S100P,ENSG00000163993,chr4,6683877,6707170,210,0.5075897078048848,0.5275630182174805,0.45514772651598684,0.5685615171158284,0.5210633927995801,0.42552665836545245,0.42714711140657635,0.32432425446655616,0.32270380142543215
MRFAP1L1,ENSG00000178988,chr4,6697700,6719865,173,0.7161726135799635,0.5707530718937346,0.5540105170770924,0.7448690420099119,0.6759194009592332,0.6488260237095826,0.5424691044510515,0.19689691194162406,0.30325383120015525
BLOC1S4,ENSG00000186222,chr4,6706173,6727664,182,0.6244002054190215,0.6011071246180963,0.3831706256313505,0.6530783001428723,0.477866169424611,0.7075653126984052,0.6639436053350749,0.21149706819393604,0.25511877555726625
KIAA0232,ENSG00000170871,chr4,6771374,6894170,644,0.4059208531630889,0.3498696516725399,0.27237495717044286,0.4537548102633766,0.33738997129612663,0.3166778552215289,0.3118505425223501,0.1139045450871588,0.11873185778633749
TBC1D14,ENSG00000132405,chr4,6899241,7043118,1103,0.5160059371571614,0.4815411362134123,0.4455060119808987,0.5268552316260977,0.4646546197187839,0.396438958098693,0.3902026473819916,0.2604556333205346,0.26669194403723595
CCDC96,ENSG00000173013,chr4,7030848,7053001,129,0.6150985812960564,0.5934052043750938,0.5222819285707048,0.6412866026272038,0.5867183205862273,0.5579858405933749,0.520771918466896,0.341952337018425,0.37916625914490387
TADA2B,ENSG00000173011,chr4,7031898,7067952,229,0.6495559817875285,0.5618903461295409,0.49411602233571916,0.6563231539747346,0.4782422855788258,0.5961962122766304,0.6213937826897471,0.22908983635930058,0.20389226594618393
GRPEL1,ENSG00000109519,chr4,7048894,7078064,209,0.6065276004341041,0.5044472476776133,0.48911751591230446,0.6284445780466238,0.5644412071962992,0.48160506743532894,0.4305066093269364,0.2204764006334643,0.2715748587418566
SORCS2,ENSG00000184985,chr4,7182537,7752836,6092,0.4100377508835652,0.46386560664158244,0.41902522060762293,0.4122237718713215,0.401889640517838,0.3040096060522167,0.32039969447820793,0.3193608094099592,0.3029707209839678
PSAPL1,ENSG00000178597,chr4,7420284,7444930,313,0.44647170897974714,0.3690300802821476,0.4017070571647087,0.4102731625559751,0.3750607294305846,0.2691323647785253,0.25924606200514566,0.1913647236103322,0.20125102638371178
AFAP1,ENSG00000196526,chr4,7748713,7949926,2079,0.3788032765667703,0.3926666179799053,0.31742283205479715,0.40307464023297374,0.3500242372670789,0.2964525901175595,0.29191020184820515,0.20222481954797672,0.2067672078173311
ABLIM2,ENSG00000163995,chr4,7955309,8168832,1424,0.38063211971168787,0.4515101785510703,0.4489910755011559,0.360117429634671,0.413141053328029,0.2418190762077586,0.257043188233103,0.35876748029795125,0.3435433682726068
SH3TC1,ENSG00000125089,chr4,8172071,8251803,744,0.5442952741022111,0.5701777649057165,0.5170061072141168,0.5081665650673544,0.5614025017682586,0.45127125145766994,0.364912791111078,0.3931123110704712,0.47947077141706307
HTRA3,ENSG00000170801,chr4,8259753,8317098,385,0.47566592827462384,0.6806402680701163,0.5439050419596367,0.38958355869150274,0.5535371108304399,0.5010045658852975,0.41432599612403365,0.6404325593720022,0.727111129133266
ACOX3,ENSG00000087008,chr4,8356281,8450723,745,0.3479248048542915,0.49316956678253443,0.4456053144178748,0.37913967536783,0.431130998181022,0.25864787963201324,0.29606141418396226,0.42093090294783503,0.383517368395886
TRMT44,ENSG00000155275,chr4,8426139,8503531,487,0.42113993493119434,0.6953336440905731,0.6690647190456819,0.4372124955109251,0.6538197556230739,0.31470004104270954,0.3512977352583089,0.8738379751448473,0.837240280929248
GPR78,ENSG00000155269,chr4,8548724,8629761,899,0.41306045414125186,0.45936713007013685,0.43666643218679607,0.4295425375505425,0.4575778594706777,0.28698247679139044,0.28231039750676984,0.32803236751485576,0.33270444679947636
CPZ,ENSG00000109625,chr4,8582659,8629759,525,0.4134663655006407,0.45470214108745904,0.4494460841014796,0.4567712033938906,0.47316856623362796,0.2715589902301109,0.28788657655475275,0.3348641132672181,0.3185365269425763
HMX1,ENSG00000215612,chr4,8836075,8881839,399,0.2938079069867146,0.40910380254016365,0.3673801846477514,0.47303772290623214,0.44296128293345205,0.20804863148071343,0.2908103489057199,0.3180662843374723,0.23530456691246582
FAM90A26,ENSG00000229924,chr4,9160408,9186730,0,,,,,,,,,
USP17L10,ENSG00000231396,chr4,9200656,9222249,0,,,,,,,,,
USP17L11,ENSG00000233136,chr4,9205404,9226997,0,,,,,,,,,
USP17L12,ENSG00000227551,chr4,9210151,9231744,0,,,,,,,,,
USP17L13,ENSG00000232399,chr4,9214895,9236488,0,,,,,,,,,
USP17L15,ENSG00000223569,chr4,9224384,9246046,0,,,,,,,,,
USP17L17,ENSG00000249104,chr4,9233878,9255471,0,,,,,,,,,
USP17L18,ENSG00000250844,chr4,9238629,9260222,0,,,,,,,,,
USP17L19,ENSG00000248920,chr4,9243377,9264970,0,,,,,,,,,
USP17L20,ENSG00000250745,chr4,9248123,9269716,0,,,,,,,,,
USP17L21,ENSG00000249811,chr4,9252871,9274464,0,,,,,,,,,
USP17L22,ENSG00000248933,chr4,9257618,9279211,0,,,,,,,,,
USP17L23,ENSG00000250913,chr4,9262363,9282914,0,,,,,,,,,
USP17L24,ENSG00000232264,chr4,9315164,9336757,0,,,,,,,,,
USP17L25,ENSG00000230430,chr4,9319910,9341503,0,,,,,,,,,
USP17L26,ENSG00000229579,chr4,9324657,9346250,0,,,,,,,,,
USP17L5,ENSG00000227140,chr4,9329402,9350995,0,,,,,,,,,
USP17L27,ENSG00000235780,chr4,9334147,9355740,0,,,,,,,,,
USP17L28,ENSG00000231051,chr4,9338892,9360485,0,,,,,,,,,
USP17L29,ENSG00000231637,chr4,9343637,9365230,0,,,,,,,,,
USP17L30,ENSG00000228856,chr4,9353128,9374721,0,,,,,,,,,
DEFB131A,ENSG00000186146,chr4,9434533,9460514,0,,,,,,,,,
SLC2A9,ENSG00000109667,chr4,9761152,10064936,2354,0.4167735295261312,0.42710727757016576,0.345910716883185,0.4398324824111217,0.3534222556107195,0.33586254667914117,0.35025718419785973,0.22119425400661674,0.20679961648789813
DRD5,ENSG00000169676,chr4,9771633,9794009,103,0.3839852096838086,0.6176723633320447,0.5345517513323618,0.6169232349879786,0.5170183731563244,0.34060364687933714,0.5966102818485098,0.6208737034876187,0.36486706851844597
WDR1,ENSG00000071127,chr4,10064338,10126949,420,0.283685611037324,0.5613624597473372,0.4718862498103212,0.33478182969949155,0.4701355174106994,0.2596371953598838,0.29829403685119504,0.5644446602098315,0.5257878187185203
ZNF518B,ENSG00000178163,chr4,10429879,10467426,240,0.5197637967898282,0.6114783012151932,0.5985009085880207,0.5772074802488547,0.6481712295456871,0.38316672776002475,0.3808346530031347,0.5622395302461702,0.5645716050030603
CLNK,ENSG00000109684,chr4,10476394,10694768,1667,0.4517453828905994,0.4780865388999946,0.4500777749439506,0.4885029673631841,0.4594116308224949,0.3266452693060039,0.35278491152699565,0.3236082188703932,0.29746857664940146
HS3ST1,ENSG00000002587,chr4,11383149,11439564,377,0.41596061010476726,0.6018524264258054,0.536888383654361,0.41404030811586356,0.5123860500514311,0.3444661112985568,0.3686027795627598,0.576466443249118,0.5523297749849152
RAB28,ENSG00000157869,chr4,13351353,13494365,970,0.28222616402916845,0.4428444413666277,0.5676735138761518,0.2996830902434144,0.525706503234593,0.03896866430506685,0.09760207968961032,0.5459421343274273,0.48730871894288386
NKX3-2,ENSG00000109705,chr4,13530829,13554508,155,0.45713674333816895,0.7995332472423461,0.781643649742561,0.5010060493179137,0.7900851017029685,0.3481888856063332,0.3706075486125041,1.2589179820366976,1.2364993190305267
BOD1L1,ENSG00000038219,chr4,13558737,13637725,360,0.4934273362584943,0.831811432580446,0.7284021835539183,0.5050244018846244,0.7362111329863991,0.5796620420491272,0.5766550381558948,1.2030074618614677,1.2060144657546998
CPEB2,ENSG00000137449,chr4,14992480,15080153,479,0.3653262258265988,0.42528307350966316,0.40010774050823145,0.5442267841503647,0.5372753528633072,0.24875830365807322,0.28450723579344966,0.30511935750294483,0.26937042536756844
C1QTNF7,ENSG00000163145,chr4,15329817,15456167,735,0.3918024141375748,0.37858501092888835,0.2784712274094837,0.3776433260234526,0.28991032135291,0.32331430560490315,0.3038170358262904,0.15244185525585457,0.17193912503446743
CC2D2A,ENSG00000048342,chr4,15459864,15611552,747,0.4254785651957702,0.43423415777026275,0.3954667256826742,0.43698890798307083,0.3884217025250962,0.31024714931634806,0.32615932585146384,0.259327843370555,0.24341566683543925
FBXL5,ENSG00000118564,chr4,15594380,15691679,528,0.3573129965939476,0.44322636689749223,0.4343340312354907,0.40142230399967777,0.3882605061584913,0.22897121895763956,0.303673359604063,0.3566253064673005,0.281923165820877
FAM200B,ENSG00000237765,chr4,15671661,15700447,141,0.2622335186970378,0.26122958949534425,0.23612987099349425,0.3107958074534161,0.2829693293833376,0.16876925759310346,0.17117455518306515,0.13399882461768567,0.13159352702772398
BST1,ENSG00000109743,chr4,15693064,15748313,442,0.333609149311575,0.544330641003609,0.4814744858801683,0.36332390379735013,0.5466623762592233,0.2675503475562115,0.2231819667458323,0.5184374748365732,0.5628058556469524
CD38,ENSG00000004468,chr4,15768274,15863232,527,0.4047312088654674,0.40367832196572717,0.12329394972986799,0.3914646272660919,0.13887577092350828,0.45206686784303257,0.43207938308103844,0.06490816142923228,0.08489564619122644
FGFBP1,ENSG00000137440,chr4,15925576,15948740,198,0.46199734761694977,0.4304149048197651,0.4312708637228364,0.5623157609274455,0.3842964723891965,0.30919394114510007,0.45205745634784855,0.2536531452511688,0.11078963004842018
FGFBP2,ENSG00000137441,chr4,15950244,15979309,176,0.5229530898123916,0.5479759533933601,0.4741561555730857,0.5060057782945114,0.41304929887925845,0.44570468239751887,0.483218455889933,0.34831521771031326,0.3108014442178991
PROM1,ENSG00000007062,chr4,15953075,16094378,953,0.5118265073053924,0.6619975327179047,0.6143657877814492,0.5531755660834698,0.6186285524537524,0.424460253409937,0.4631550799184676,0.6602418304646542,0.6215470039561237
TAPT1,ENSG00000169762,chr4,16150504,16237410,594,0.3593871231850684,0.47481624112071047,0.39106007956837996,0.38287440883609286,0.38205320593794223,0.29665066629472403,0.3226684331045704,0.3473563944244863,0.32133862761464005
LDB2,ENSG00000169744,chr4,16491540,16908678,2647,0.4112307659274237,0.5667093280730525,0.5121396801940314,0.4205258441577146,0.5102563567718654,0.32417064964373615,0.33405374555702855,0.5121758288026946,0.5022927328894022
QDPR,ENSG00000151552,chr4,17450260,17522206,542,0.4341534878122149,0.5600746205479546,0.5180672667940843,0.44290345645321144,0.5508617712075159,0.330315921853532,0.30287115277805654,0.4908342367531161,0.5182790058285915
CLRN2,ENSG00000249581,chr4,17505164,17537104,243,0.4918606035744415,0.555301172257694,0.4614412944981514,0.47931652862287644,0.5042430521874343,0.43424935627728534,0.38065074150118333,0.37610866125575004,0.42970727603185216
LAP3,ENSG00000002549,chr4,17567197,17617972,389,0.3947718608054091,0.6755126770237063,0.538906955054814,0.49461471116977107,0.5643601450166591,0.4267515944428498,0.4885018023492362,0.6987572154870846,0.6370070075806983
MED28,ENSG00000118579,chr4,17604640,17644105,355,0.43036413828969605,0.7142943095367428,0.5809067700455608,0.4954804069631354,0.5318616708244069,0.472944567888248,0.5889751020737746,0.7798484844382338,0.663817950252707
FAM184B,ENSG00000047662,chr4,17619305,17791621,1231,0.4180438181137157,0.6748316672367735,0.5662683560726753,0.48575725752777,0.5718866161193686,0.4147215693123069,0.4700524721448961,0.708690714464549,0.6533598116319599
DCAF16,ENSG00000163257,chr4,17790654,17820758,129,0.32281123296987396,0.3686900695717074,0.30836279501999714,0.34276568340735614,0.4031251091304871,0.240534924369707,0.1818126454220248,0.21942343923696528,0.2781457181846474
NCAPG,ENSG00000109805,chr4,17800978,17854865,221,0.23515693807130614,0.33266493881434317,0.2669475324682355,0.3081690589563672,0.2832231380334946,0.1810048160545575,0.21994298959305095,0.22345820253457935,0.18452002899608594
