gene_name,gene_id_x,chrom,start,end,n_snps_hgdp,pbs1_african_hgdp,pbs2_african_hgdp,pbs3_melanesian_hgdp,pbs4_melanesian_hgdp,gene_id_y,pbs1_african_sgdp,pbs2_african_sgdp,pbs3_melanesian_sgdp,pbs4_melanesian_sgdp,n_snps_sgdp,is_network
STAT1,,chr2,190898460,191030960,3370,0.1085320369576916,0.1282816944809607,0.0443335826865035,0.0245839251632344,ENSG00000115415,0.2194845614384448,0.2837566070921014,0.3425694668055214,0.2782974211518648,649,False
CFLAR,,chr2,201106154,201186687,2147,0.0433950683964495,0.0492603615348202,0.1588114316464383,0.1529461385080676,ENSG00000003402,0.1245959624690879,0.1685462786397303,0.2682824614998644,0.224332145329222,365,False
CASP8,,chr2,201223443,201371836,3842,0.087346975119043,0.1236606349601446,0.0999134676713378,0.0635998078302362,ENSG00000064012,0.2391806360869515,0.254803367293079,0.4319935475375123,0.4163708163313849,335,False
CREB1,,chr2,207519737,207615988,2353,0.1589094197247767,0.1644370178657213,0.2404098669337408,0.2348822687927963,ENSG00000118260,0.5634759148876971,0.5284313027095291,0.9381158541348746,0.9731604663130426,389,False
PAX3,,chr2,222189887,222308998,3496,0.1072134065271781,0.0966923279902195,0.0635108337978399,0.0740319123347984,ENSG00000135903,0.290884590630147,0.249081109659706,0.2132426943090575,0.2550461752794986,657,False
RAF1,,chr3,12572101,12674201,3058,0.1099221296934844,0.0730364414644458,0.0505932148442927,0.0874789030733313,ENSG00000132155,0.374689801070719,0.3167628801615344,0.1851016462599776,0.243028567169162,531,False
CTNNB1,,chr3,41184741,41270096,2148,0.0996620473895552,0.1111179983420214,0.0343741915110203,0.0229182405585541,ENSG00000168036,0.1983406043171534,0.2169150570109105,0.1990217832289871,0.18044733053523,391,False
RHOA,,chr3,49349136,49422998,2167,0.2699024938680261,0.1153644130895923,0.1318774697464108,0.2864155505248446,ENSG00000067560,0.5209457885828584,0.4786383861565534,0.6165529611737128,0.6588603636000177,258,False
PRKCD,,chr3,53146009,53202717,1634,0.1702421831004001,0.1913540134820246,0.0381653068974442,0.0170534765158197,ENSG00000163932,0.4560738496978415,0.5380335775646748,0.2475031710678929,0.1655434432010595,334,False
WNT5A,,chr3,55455715,55500539,1200,0.0705395093810831,0.095803164310016,0.0855581353283538,0.0602944803994209,ENSG00000114251,0.305541809221666,0.2203349347170618,0.1552225691547491,0.2404294436593534,221,False
MITF,,chr3,69728536,69978336,6776,0.0267011376000547,-0.0008211362339287,0.3001474670837249,0.3276697409177084,ENSG00000187098,0.3152397893036464,0.4301649291588832,0.6254240451815061,0.5104989053262694,1485,False
GSK3B,,chr3,119811321,120104994,7944,0.1716638572625325,0.2047378599947713,0.0019390788371499,-0.0311349238950887,ENSG00000082701,0.2646542233582682,0.2900693060132898,0.1548433758171483,0.1294282931621267,1528,False
IL12A,,chr3,159978835,160006019,749,0.1535147853030286,0.0784497960483791,0.1131201160421233,0.1881851052967728,ENSG00000168811,0.29361355964578,0.2756608950571102,0.3800933844391077,0.3980460490277777,174,False
PIK3CA,,chr3,179138114,179250093,2709,0.2198648775444447,0.1908868484295181,0.1136928849600711,0.1426709140749978,ENSG00000121879,0.2042919730061614,0.2011399954740824,0.0898149521895527,0.0929669297216316,488,False
KIT,,chr4,54647267,54750783,2735,0.0455451879107335,0.0393842981943565,0.0503803435098247,0.0565412332262016,ENSG00000157404,0.2422534483292709,0.2579535121948516,0.4021475778819471,0.3864475140163664,651,False
PPP3CA,,chr4,101013409,101358278,9187,0.1518185010529685,0.0573710472255851,0.2736475925039587,0.3680950463313422,ENSG00000138814,0.2875425525908058,0.2877486035323036,0.4612141722902929,0.461008121348795,2080,False
NFKB1,,chr4,102490937,102627302,3472,0.1288402986518403,0.1114378259930559,0.0756655833443303,0.0930680560031147,ENSG00000109320,0.3442533700886836,0.3447904776026938,0.2013271196002941,0.2007900120862839,750,False
GAB1,,chr4,143326402,143484565,4123,0.147624894095379,0.1792682052782954,0.0372746323410109,0.0056313211580945,ENSG00000109458,0.2258884260946264,0.1998806489352637,0.1760144407245615,0.202022217883924,745,False
CASP3,,chr4,184617695,184660418,1302,0.0902218859799151,0.0878510648928856,0.0025932842581086,0.0049641053451381,ENSG00000164305,0.4384727240174922,0.478460885472771,0.5691680542003444,0.5291798927450656,175,False
PTGER4,,chr5,40669915,40703735,807,0.0054954487281056,0.0278698992531267,0.2439875012609709,0.2216130507359497,ENSG00000171522,0.2295670741807258,0.2395103219442366,0.0508199448622058,0.040876697098695,163,False
MAP3K1,,chr5,56805538,56906152,2742,0.1036786136581318,0.0693238500438759,0.1486249062211475,0.1829796698354034,ENSG00000095015,0.397883928633545,0.4961369296425685,0.5771081810490226,0.4788551800399991,547,False
F2RL1,,chr5,76808933,76845315,1153,0.1257197912671845,0.0904895443646279,0.0201968910125464,0.055427137915103,ENSG00000164251,0.3349664495130552,0.2675326129148957,0.3858987091697596,0.4533325457679192,213,False
CSF2,,chr5,132063789,132086170,689,0.0200204343828851,-0.0010694088056253,0.2286738737144968,0.2497637169030073,ENSG00000164400,0.1287535227616906,0.2216663410701563,0.4133628692868622,0.3204500509783966,155,False
DUSP1,,chr5,172756992,172781198,771,0.0865115052827034,0.0574353693457847,0.0701781428598868,0.0992542787968056,ENSG00000120129,0.2698906299141835,0.2857770160474476,0.2800900038800896,0.2642036177468255,178,False
TFAP2A,,chr6,10383186,10429659,1210,0.3662142520250608,0.3681561948573656,0.256433234258299,0.2544912914259942,ENSG00000137203,0.3502856600007933,0.2885760365605743,0.0991812139675414,0.1608908374077604,254,False
EDN1,,chr6,12277459,12307194,815,0.155550435466175,0.2074581420342823,0.3363822900816,0.2844745835134927,ENSG00000078401,0.236667431818623,0.2797404003028201,0.5464871173518564,0.5034141488676591,195,False
TNF,,chr6,31565565,31588336,748,0.0705093085375682,0.0679932828784877,0.0673650406246399,0.0698810662837204,ENSG00000232810,0.2304628392237122,0.2365686391460034,0.1605133469409255,0.1544075470186343,104,False
BAK1,,chr6,33562547,33590305,797,0.1380053194733937,0.0480927134024175,0.2682606754605519,0.3581732815315282,ENSG00000030110,0.382212981820767,0.3671305466367843,0.951181079929406,0.9662635151133888,150,False
MAPK14,,chr6,36017738,36132511,3082,-0.0070129904474342,-0.0004500643431344,0.2256816031759606,0.2191186770716608,ENSG00000112062,0.4063365699939442,0.3219566103270576,0.4226424109253456,0.5070223705922323,593,False
CDKN1A,,chr6,36666441,36697397,879,0.0601162669812956,0.0200264190445212,0.2341304340396192,0.2742202819763936,ENSG00000124762,0.1398179086806783,0.2354018468686844,0.7984156273626306,0.7028316891746245,216,False
SMPD2,,chr6,109430678,109453920,636,0.0965522303535713,0.0927843010291773,0.0089198556299318,0.0126877849543259,ENSG00000135587,0.1783434154761835,0.2350482449179779,0.2363249758787743,0.1796201464369798,128,False
MAP3K5,,chr6,136547034,136803097,6741,0.0267656711169135,0.0400197050546164,0.1517279668989642,0.1384739329612613,ENSG00000197442,0.1737020783123831,0.2212190942314946,0.3234870731702104,0.275970057251099,1376,False
EZR,,chr6,158755741,158829413,2552,0.0923637310193354,0.0929099713182756,0.0644455854168477,0.0638993451179074,ENSG00000092820,0.279647755925867,0.3591046669994616,0.3302604510737129,0.2508035400001182,588,False
RAC1,,chr7,6364098,6413998,2153,0.0775603695511489,0.0322817325601054,0.1185673603725638,0.1638459973636072,ENSG00000136238,0.2929940790826048,0.237929595688587,0.3680567858759072,0.423121269269925,273,False
IL6,,chr7,22715884,22742002,840,0.1702408247127555,0.0950796919543718,0.0792999435063186,0.1544610762647023,ENSG00000136244,0.3828565566407613,0.3371137119990906,0.3958017380059448,0.4415445826476155,210,False
CYCS,,chr7,25108656,25135266,743,0.1329311923418304,0.0946860445698013,0.0838864550372751,0.1221316028093043,ENSG00000172115,0.273189916700404,0.2588816739613584,0.2570806801743477,0.2713889229133933,158,False
EGFR,,chr7,55008820,55221628,6538,0.1004160382812757,0.0625429704644166,0.11162554139541,0.1494986092122691,ENSG00000146648,0.3326016513425179,0.3287092771796199,0.409682884753436,0.413575258916334,1498,False
HGF,,chr7,81689010,81780438,2407,0.0611398246382101,0.0815916989865013,0.0504079861936654,0.0299561118453742,ENSG00000019991,0.5086200989983863,0.4835693037648521,0.0429072210743782,0.0679580163079126,578,False
MET,,chr7,116662051,116808386,3824,0.117261129685035,0.1155400824749047,0.1149295371881774,0.1166505843983078,ENSG00000105976,0.3100785197532141,0.3339041668960776,0.2906382702087708,0.2668126230659073,544,False
FZD3,,chr8,28484205,28584267,2532,0.1851034862380742,0.1390802404232983,0.3318729829995763,0.3778962288143523,ENSG00000104290,0.5474656450119507,0.4883190475230465,0.8265786442523068,0.8857252417412109,594,False
MLANA,,chr9,5880889,5920606,1229,0.0054778084437959,-0.0379756522504047,0.1220887112094574,0.1655421719036581,ENSG00000120215,0.2993157221039693,0.3200816018539016,0.1625216515650928,0.1417557718151604,200,False
TYRP1,,chr9,12675439,12720285,1532,0.0068363077461884,-0.0783698133888095,0.1860992708586603,0.2713053919936583,ENSG00000107165,0.1497205573099421,0.2118879813638042,0.6395422043654647,0.5773747803116027,370,False
SPTLC1,,chr9,91990087,92125433,4101,0.1764295095694181,0.1591112475391251,0.0796368739626709,0.096955135992964,ENSG00000090054,0.1607224377012857,0.1482896753914632,0.2048712061188722,0.2173039684286947,773,False
MAPK8,,chr10,48296639,48449360,4270,0.1266530292383488,0.0605724753691948,0.1074769508517297,0.1735575047208837,ENSG00000107643,0.4109470524761469,0.3932835538924345,0.1371382764871384,0.1548017750708507,802,False
PRKG1,,chr10,50980888,52308423,40153,0.1471613884642627,0.1396080900179883,0.1027139025492575,0.1102672009955318,ENSG00000185532,0.3019506166425461,0.3183884182029716,0.4416463967308331,0.4252085951704076,9255,False
FAS,,chr10,88943813,89039605,2595,0.052242415131372,0.0512863637899375,0.0434969377634492,0.0444529891048838,ENSG00000026103,0.432021744221616,0.4431613671455088,0.2401595156852407,0.229019892761348,371,False
HRAS,,chr11,522242,547343,1043,0.0534425854541242,0.0335823064624846,0.049907772904087,0.0697680518957266,ENSG00000174775,0.0347555461720596,0.0444146415160491,0.162550681915714,0.1528915865717245,105,False
SMPD1,,chr11,6380414,6404998,724,0.179834304385696,0.1328663504282914,0.0571730803629737,0.1041410343203783,ENSG00000166311,0.1529292968422433,0.1333517074852153,0.1521613639782242,0.1717389533352522,140,False
BAD,,chr11,64259828,64301946,1103,0.2650966761954818,0.2605513952708027,0.1502177102903908,0.15476299121507,ENSG00000002330,0.4452794003928911,0.6215344253015673,0.624431124009859,0.4481760991011827,161,False
MAP4K2,,chr11,64774918,64813241,1156,0.1078974959923198,0.0439632893787297,0.1872677542179243,0.2512019608315143,ENSG00000168067,0.4827848422029582,0.3847403149879177,0.7557094343373902,0.8537539615524308,178,False
CCND1,,chr11,69631143,69664474,1148,0.1294696862720439,0.1223504954295216,0.0088110259743023,0.0159302168168246,ENSG00000110092,0.1774421148234229,0.2216948193846414,0.1342625582019694,0.0900098536407509,252,False
PAK1,,chr11,77311548,77484635,4444,0.1117131657378076,0.0787062662214739,0.0100571157202606,0.0430640152365943,ENSG00000149269,0.2675354883882123,0.2726859440314083,0.0852073994135063,0.0800569437703103,839,False
TYR,,chr11,89167875,89305759,4439,0.0781869918023449,0.0470613172844956,0.0296100574888352,0.0607357320066845,ENSG00000077498,0.3002786181983722,0.2923560812738893,0.0929679455652591,0.1008904824897419,749,False
MMP1,,chr11,102779401,102808160,866,0.0306620620776112,0.0084751280375514,0.2261190568769936,0.2483059909170533,ENSG00000196611,0.599887089647998,0.480023558280048,0.3283689292540337,0.4482324606219837,77,False
GUCY1A2,,chr11,106664019,107028476,10002,0.0680058130596855,0.0772446793531009,0.0242892720989775,0.0150504058055622,ENSG00000152402,0.303110681634367,0.3413077760533513,0.3620281054943961,0.3238310110754118,1906,False
RDX,,chr11,109854295,110306712,12678,0.0563739900009107,0.0529702299204146,0.0475283609973323,0.0509321210778284,ENSG00000137710,0.3105285478465754,0.3348979968353799,0.2968793966191009,0.2725099476302964,2398,False
TNFRSF1A,,chr12,6318757,6352114,1044,0.1503583481479012,0.1857746045052201,0.0473079050579587,0.0118916487006399,ENSG00000067182,0.1564073956492176,0.1384322420449346,0.1488918046617344,0.1668669582660175,187,False
PMEL,,chr12,55944104,55983317,964,0.0186524598718329,0.033990208913201,0.0852062787692938,0.0698685297279256,ENSG00000185664,0.2213372601672915,0.2557168309263182,0.3013343818391075,0.2669548110800808,144,False
CDK2,,chr12,55956781,55982789,669,0.0448993702023577,0.060208433019922,0.0778517646577635,0.0625427018401991,ENSG00000123374,0.1539441393187102,0.2164905552405631,0.3106128010550273,0.2480663851331744,92,False
CDK4,,chr12,57737722,57766013,670,0.1236036317272317,0.0295115214062231,0.2320428551590887,0.3261349654800973,ENSG00000135446,0.2299130180679189,0.2742571705431981,0.2110125996747458,0.1666684471994667,82,False
KITLG,,chr12,88482789,88590851,2650,0.5782607786355315,0.5959895376828174,0.1225654632633308,0.1048367042160449,ENSG00000049130,0.5858511311361372,0.6383921767135927,1.2041550698464512,1.1516140242689954,484,False
EDNRB,,chr13,77885481,77985529,2864,0.0776198745958166,0.1227439066208276,0.0949000139665544,0.0497759819415434,ENSG00000136160,0.3484902229039008,0.4159121049413937,0.4949440092513966,0.4275221272139037,514,False
DCT,,chr13,94426811,94489682,1633,0.1172012181550097,0.1062381935022534,0.033855716636449,0.0448187412892053,ENSG00000080166,0.432186082105193,0.4470159392489491,0.1673640068801876,0.1525341497364317,394,False
F7,,chr13,113095762,113130685,1134,0.035999250247602,0.0775942328486442,0.1211488379437434,0.0795538553427013,ENSG00000057593,0.456598725003133,0.482888033922074,0.419209343486117,0.3929200345671759,204,False
F10,,chr13,113112788,113159531,1545,0.1092933042493526,0.1069707547303533,0.0786459480943278,0.0809684976133272,ENSG00000126218,0.3490352521234763,0.4016830133131399,0.5592320000765456,0.506584238886882,283,False
ADCY4,,chr14,24308349,24345093,1050,0.1519730843894541,0.1885122784683888,0.4420957706955419,0.4055565766166073,ENSG00000129467,0.3411289991615071,0.3843716567801183,0.8229924665611175,0.7797498089425059,229,False
PTGER2,,chr14,52304305,52339822,999,0.0902535081453811,0.1640253994250674,0.075351859694082,0.0015799684143957,ENSG00000125384,0.4743421471309431,0.5477770481007131,0.5978070264218447,0.5243721254520746,244,False
PRKCH,,chr14,61177559,61560980,11439,0.1394244849381506,0.1521078779993217,0.0986628727354455,0.0859794796742744,ENSG00000027075,0.3698386391216102,0.3797720037051025,0.3002048413832468,0.2902714767997543,2666,False
HIF1A,,chr14,61685456,61758263,2033,0.4472548913832422,0.5296259177699608,0.4265716366407019,0.3442006102539834,ENSG00000100644,0.506167718246809,0.5009836024163705,1.0877446097138517,1.09292872554429,378,False
FOS,,chr14,75268826,75293190,638,0.1053823196752871,0.0939099762911855,0.0674448264623882,0.0789171698464898,ENSG00000170345,0.381976384674936,0.4273561711844665,0.2236609689354583,0.1782811824259278,140,False
SPTLC2,,chr14,77495997,77626672,3973,0.1559554012867967,0.1541593368227487,0.0771843210169123,0.0789803854809604,ENSG00000100596,0.3927962202980646,0.3661293473849835,0.3955536244117829,0.422220497324864,936,False
AKT1,,chr14,104759348,104809934,1760,0.10770430388264,0.1054208586943555,0.0204889716946198,0.0227724168829043,ENSG00000142208,0.2532296460342074,0.3745069055882946,0.2987607331459493,0.177483473591862,293,False
OCA2,,chr15,27744874,28109664,11049,0.0778150470850092,0.0726761565392404,0.101019801432747,0.1061586919785158,ENSG00000104044,0.3421409803828977,0.303049634463605,0.3470258078723897,0.3861171537916825,2735,False
MAP2K1,,chr15,66376825,66501656,3697,0.1918193330655418,0.169729384224772,0.0322177848359164,0.0543077336766863,ENSG00000169032,0.3413090409213278,0.3579486925663489,0.3457385715343529,0.3290989198893318,667,False
TPSAB1,,chr16,1229266,1252555,990,-0.0038786134991485,0.0064707681777751,0.1192626016512457,0.108913219974322,ENSG00000172236,0.0972739918854767,0.0808424095245692,0.2610985794120795,0.2775301617729869,8,False
PDPK1,,chr16,2527978,2613190,2579,0.073419165890838,0.0003659401895036,-0.0507698685739022,0.022283357127432,ENSG00000140992,0.0,0.0,0.3402585982797311,0.3188814741298202,77,False
PRKCB,,chr16,23825959,24230611,12089,0.0779104894742529,0.0782399578853267,0.1089621497548289,0.1086326813437551,ENSG00000166501,0.3689072253611919,0.3681778679578629,0.4078919329432492,0.4086212903465782,2591,False
MAPK3,,chr16,30104105,30133506,755,0.0225912927350659,0.0121036974879846,0.3907348907684533,0.4012224860155347,ENSG00000102882,0.2555906208301916,0.20813128491307,0.7319008012018589,0.7793601371189804,97,False
MC1R,,chr16,89902119,89930977,1220,0.187258877536924,0.1935188176613223,0.0214619143412381,0.0152019742168397,ENSG00000258839,0.3284503507537738,0.3002574673533903,0.2642084348120453,0.2924013182124291,111,False
TP53,,chr17,7651779,7697546,1288,0.1306360302711061,0.1536674950924519,0.1528237076096198,0.129792242788274,ENSG00000141510,0.2049670983229536,0.3128102100264915,0.5231414199536728,0.4152983082501348,221,False
MAP2K4,,chr17,12010828,12153830,3920,0.1597054312551341,0.1575741866505417,0.0179480240604946,0.020079268665087,ENSG00000065559,0.3390297424684643,0.3304598311276907,0.177861239400801,0.1864311507415745,689,False
MAP2K3,,chr17,21274672,21325240,2572,0.0182087555148965,0.0186927524882826,-0.0032756813683663,-0.0037596783417524,ENSG00000034152,0.2574704031070337,0.2431552502686652,0.1157627852988958,0.1300779381372644,209,False
NOS2,,chr17,27746766,27810758,1982,0.1267771655051581,0.112033426542791,0.1764410969859533,0.1911848359483204,ENSG00000007171,0.3739046186058012,0.3589299705179778,0.3318887984157134,0.3468634465035368,369,False
STAT3,,chr17,42303324,42398568,2378,0.0775435534562719,0.0303737414970414,0.230112073467531,0.2772818854267614,ENSG00000168610,0.2511096157399753,0.227266613060919,0.535741877457694,0.5595848801367501,384,False
MAP2K6,,chr17,69404683,69563865,4180,0.0908713958393704,0.0759309478171579,0.0455438823475916,0.0604843303698041,ENSG00000108984,0.2871678979002962,0.3116030165153622,0.242492918272827,0.2180577996577611,936,False
CDH2,,chr18,27922879,28187946,7201,0.0839599042582374,0.1119438905184248,0.1156638077155394,0.087679821455352,ENSG00000170558,0.2726489625846259,0.2635028813070779,0.2958877782301724,0.3050338595077204,1293,False
PMAIP1,,chr18,59889644,59914305,765,0.0582547349134577,0.0351252326204601,0.103054308295039,0.1261838105880365,ENSG00000141682,0.2917878395479289,0.2084885544012797,0.3374585430706065,0.4207578282172555,160,False
BCL2,,chr18,63113346,63330128,6039,0.0940945967113599,0.0925243937218163,0.0482248402908877,0.0497950432804313,ENSG00000171791,0.2924643805333743,0.3169714214910379,0.2722364505897379,0.2477294096320744,1224,False
MAP2K2,,chr19,4080317,4134216,2082,0.1315976289239848,0.1453618269037923,0.0290680218999518,0.0153038239201444,ENSG00000126934,0.4145865787060411,0.5154587158055859,0.2704202348977119,0.1695480977981673,43,False
MAP2K7,,chr19,7893843,7924480,1135,0.0640221356748592,0.0368340230898856,0.032891592599791,0.0600797051847646,ENSG00000076984,0.2219398834797862,0.1971635017562588,0.1644328466463034,0.1892092283698308,144,False
ICAM1,,chr19,10261093,10296615,1092,0.2032180586826795,0.198978581251186,0.0089097863282016,0.0131492637596951,ENSG00000090339,0.3738327504702354,0.3302161660411323,0.3384625665593853,0.3820791509884885,148,False
PRKACA,,chr19,14081688,14128084,1340,0.1800221134838509,0.163334954615246,0.4027430893377381,0.4194302482063431,ENSG00000072062,0.1541394075718596,0.2127241585501352,1.017308048166666,0.9587232971883904,179,False
PTGER1,,chr19,14462466,14487272,959,0.1797971096946669,0.176007266058409,0.2791992839023288,0.2829891275385867,ENSG00000160951,0.2016237485982472,0.2278617624150534,0.6225479524208579,0.5963099386040517,217,False
RYR1,,chr19,38423691,38605273,5727,0.0962508629288106,0.0016138064090777,0.1787143347218178,0.2733513912415506,ENSG00000196218,0.2664198861331504,0.1990783678080881,0.2960062437785017,0.3633477621035638,960,False
BBC3,,chr19,47210822,47243019,988,0.3638006270029661,0.353756807752728,0.0964916538355324,0.1065354730857705,ENSG00000105327,0.3147219810320174,0.3941697840145935,0.5650378305761956,0.4855900275936193,45,False
BAX,,chr19,48944815,48971798,799,0.043528440278561,0.0404505326239418,0.0488437264736382,0.0519216341282575,ENSG00000087088,0.3929593856852469,0.4040619417683607,0.4993634616577527,0.4882609055746388,175,False
BCL2L1,,chr20,31654452,31733989,1870,0.8498311242697102,0.5997626873675069,0.2557301878601005,0.5057986247623038,ENSG00000171552,0.2536200210058534,0.1748094737990126,0.068495935557945,0.1473064827647859,295,False
SRC,,chr20,37334673,37416050,2450,0.2088244567186857,0.199946173650502,0.1180454758545385,0.1269237589227223,ENSG00000197122,0.0311396706483941,0.0188147903678986,0.3966808395865957,0.4090057198670913,402,False
BID,,chr22,17724138,17784770,2158,0.1561853918263092,0.1369776620361904,0.1623406851950586,0.1815484149851773,ENSG00000015475,0.3202636487730526,0.2825409866749853,0.548101309945487,0.5858239720435541,473,False
MAPK1,,chr22,21745537,21877680,4315,0.0651195816538019,0.0345023832590366,0.046198761192142,0.0768159595869073,ENSG00000100030,0.2437850097719325,0.2479226365428226,0.0814922256137476,0.0773545988428575,640,False
SOX10,,chr22,37960686,37997422,959,0.146025409237043,0.1511407592137038,0.1122389024059583,0.1071235524292976,ENSG00000100146,0.4999001175081767,0.4481632609979092,0.1044391015481885,0.1561759580584559,179,False
